Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Khalen Curry,California,FX,13.450,4.9,8.550,,,,,4/4/2026,MPSF Championships 2026,4.9,1.4,1.5
1,2,Trigg Dudley,California,FX,13.650,4.9,8.750,,,,,4/4/2026,MPSF Championships 2026,4.9,1.2,1.3
1,3,Matteo Bardana,California,FX,13.450,4.9,8.550,,,,,4/4/2026,MPSF Championships 2026,4.9,1.4,1.5
1,4,Theodor Roald Gadderud,California,FX,13.900,5.1,8.800,,,,,4/4/2026,MPSF Championships 2026,5.1,1.2,1.2
1,1,Brigham Frentheway,Oklahoma,FX,13.800,5.1,8.700,,,,,4/4/2026,MPSF Championships 2026,5.1,1.2,1.4
1,2,Fuzzy Benas,Oklahoma,FX,14.050,5.2,8.750,,0.1,,,4/4/2026,MPSF Championships 2026,5.2,1.3,1.2
1,3,Sasha Bogonosiuk,Oklahoma,FX,14.300,5.3,8.900,,0.1,,,4/4/2026,MPSF Championships 2026,5.3,1.0,1.2
1,4,Nico Hamilton,Oklahoma,FX,13.550,5.1,8.350,,0.1,,,4/4/2026,MPSF Championships 2026,5.1,1.6,1.7
1,1,Nick Kuebler,Stanford,FX,14.200,5.1,9.000,,0.1,,,4/4/2026,MPSF Championships 2026,5.1,1.0,1.0
1,2,Marcus Pietarinen,Stanford,FX,13.350,5.0,8.350,,,,,4/4/2026,MPSF Championships 2026,5.0,1.7,1.6
1,3,Cooper Kim,Stanford,FX,14.400,5.2,9.100,,0.1,,,4/4/2026,MPSF Championships 2026,5.2,0.9,0.9
1,4,Junnosuke Iwai,Stanford,FX,13.800,5.6,8.200,,,,,4/4/2026,MPSF Championships 2026,5.6,1.8,1.8
1,1,Devin Gopaul,Air Force,FX,12.250,3.9,8.350,,,,,4/4/2026,MPSF Championships 2026,3.9,1.7,1.6
1,2,Jared Fry,Air Force,FX,13.200,4.8,8.400,,,,,4/4/2026,MPSF Championships 2026,4.8,1.6,1.6
1,3,Tai Gopaul,Air Force,FX,12.900,4.6,8.300,,,,,4/4/2026,MPSF Championships 2026,4.6,1.7,1.7
1,4,Isaac Koo,Air Force,FX,11.900,4.7,7.200,,,,,4/4/2026,MPSF Championships 2026,4.7,2.9,2.7
2,1,Harry Kim,California,PH,12.550,4.7,7.850,,,,,4/4/2026,MPSF Championships 2026,4.7,2.3,2.0
2,2,Trigg Dudley,California,PH,13.100,4.9,8.200,,,,,4/4/2026,MPSF Championships 2026,4.9,1.9,1.7
2,3,Kaien Orion,California,PH,12.700,4.9,7.800,,,,,4/4/2026,MPSF Championships 2026,4.9,2.3,2.1
2,4,Jasper Smith-Gordon,California,PH,13.800,5.0,8.800,,,,,4/4/2026,MPSF Championships 2026,5.0,1.3,1.1
2,1,Ignacio Yockers,Oklahoma,PH,14.000,5.3,8.700,,,,,4/4/2026,MPSF Championships 2026,5.3,1.4,1.2
2,2,Mac Seyler,Oklahoma,PH,13.400,4.9,8.500,,,,,4/4/2026,MPSF Championships 2026,4.9,1.6,1.4
2,3,Tyler Flores,Oklahoma,PH,13.400,4.7,8.700,,,,,4/4/2026,MPSF Championships 2026,4.7,1.4,1.2
2,4,Colby Aranda,Oklahoma,PH,14.150,5.5,8.650,,,,,4/4/2026,MPSF Championships 2026,5.5,1.3,1.4
2,1,Arun Chhetri,Stanford,PH,13.200,5.2,8.000,,,,,4/4/2026,MPSF Championships 2026,5.2,2.2,1.8
2,2,Marcus Pietarinen,Stanford,PH,13.300,5.0,8.300,,,,,4/4/2026,MPSF Championships 2026,5.0,1.8,1.6
2,3,David Shamah,Stanford,PH,12.100,5.0,7.100,,,,,4/4/2026,MPSF Championships 2026,5.0,2.9,2.9
2,4,Kiran Mandava,Stanford,PH,13.150,5.1,8.050,,,,,4/4/2026,MPSF Championships 2026,5.1,1.8,2.1
2,1,Ryan Jacobson,Air Force,PH,11.800,4.4,7.400,,,,,4/4/2026,MPSF Championships 2026,4.4,2.6,2.6
2,2,Christopher Noguera,Air Force,PH,12.650,4.4,8.250,,,,,4/4/2026,MPSF Championships 2026,4.4,1.7,1.8
2,3,Jack Matlock,Air Force,PH,13.400,5.2,8.200,,,,,4/4/2026,MPSF Championships 2026,5.2,1.9,1.7
2,4,Sam Brown,Air Force,PH,13.450,5.2,8.250,,,,,4/4/2026,MPSF Championships 2026,5.2,1.8,1.7
2,5,Jared Fry,Air Force,PH,11.350,4.2,7.150,,,,,4/4/2026,MPSF Championships 2026,4.2,2.7,3.0
3,1,Nathan Underhill,California,SR,13.050,4.4,8.650,,,,,4/4/2026,MPSF Championships 2026,4.4,1.3,1.4
3,2,Theodor Roald Gadderud,California,SR,13.000,4.4,8.500,,0.1,,,4/4/2026,MPSF Championships 2026,4.4,1.5,1.5
3,3,Sam Cirlincione,California,SR,13.050,4.6,8.450,,,,,4/4/2026,MPSF Championships 2026,4.6,1.6,1.5
