Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Brayden Erickson,Penn State,FX,12.600,4.8,7.700,,0.1,,,3/22/2026,Penn State vs Ohio State,4.8,2.2,2.4
1,2,Kacper Garnczarek,Penn State,FX,13.300,5.0,8.200,,0.1,,,3/22/2026,Penn State vs Ohio State,5.0,1.8,1.8
1,3,Shaun Smith,Penn State,FX,12.850,5.0,7.750,,0.1,,Y,3/22/2026,Penn State vs Ohio State,5.0,2.2,2.3
1,4,Matthew Underhill,Penn State,FX,13.450,5.0,8.450,,,,,3/22/2026,Penn State vs Ohio State,5.0,1.5,1.6
1,1,Jacob Harmon,Ohio State,FX,13.600,4.8,8.700,,0.1,,,3/22/2026,Penn State vs Ohio State,4.8,1.4,1.2
1,2,Noah Copeland,Ohio State,FX,13.800,5.0,8.700,,0.1,,,3/22/2026,Penn State vs Ohio State,5.0,1.3,1.3
1,3,Chase Davenport-Mills,Ohio State,FX,13.300,4.9,8.400,,,,Y,3/22/2026,Penn State vs Ohio State,4.9,1.7,1.5
1,4,Jesse Pakele,Ohio State,FX,13.400,5.0,8.300,,0.1,,,3/22/2026,Penn State vs Ohio State,5.0,1.6,1.8
2,1,Bobby Alessio,Penn State,PH,13.000,4.5,8.500,,,,,3/22/2026,Penn State vs Ohio State,4.5,1.5,1.5
2,2,Ricky Perez,Penn State,PH,13.550,5.2,8.350,,,,,3/22/2026,Penn State vs Ohio State,5.2,1.7,1.6
2,3,Kacper Garnczarek,Penn State,PH,13.400,5.2,8.200,,,,,3/22/2026,Penn State vs Ohio State,5.2,1.7,1.9
2,4,Landon Simpson,Penn State,PH,13.500,4.8,8.700,,,,,3/22/2026,Penn State vs Ohio State,4.8,1.2,1.4
2,1,Kristian Grahovski,Ohio State,PH,13.250,4.9,8.350,,,,,3/22/2026,Penn State vs Ohio State,4.9,1.6,1.7
2,2,Jace Hashimoto,Ohio State,PH,13.350,4.8,8.550,,,,,3/22/2026,Penn State vs Ohio State,4.8,1.4,1.5
2,3,Conlan Simpkins,Ohio State,PH,11.650,4.5,7.150,,,,,3/22/2026,Penn State vs Ohio State,4.5,2.9,2.8
2,4,Parker Thackston,Ohio State,PH,12.200,5.5,6.700,,,,,3/22/2026,Penn State vs Ohio State,5.5,3.4,3.2
3,1,Shaun Smith,Penn State,SR,10.050,3.8,6.250,,,,,3/22/2026,Penn State vs Ohio State,3.8,3.8,3.7
3,2,Kellen Ryan,Penn State,SR,12.700,3.6,9.000,,0.1,,,3/22/2026,Penn State vs Ohio State,3.6,1.0,1.0
3,3,Akseli Karsikas,Penn State,SR,12.600,4.8,7.800,,,,,3/22/2026,Penn State vs Ohio State,4.8,2.3,2.1
3,4,Matthew Underhill,Penn State,SR,14.200,5.3,8.900,,,,,3/22/2026,Penn State vs Ohio State,5.3,1.0,1.2
3,1,Drake Andrews,Ohio State,SR,12.500,4.5,8.000,,,,,3/22/2026,Penn State vs Ohio State,4.5,1.9,2.1
3,2,Peyton Contini,Ohio State,SR,12.650,4.6,8.050,,,,,3/22/2026,Penn State vs Ohio State,4.6,2.1,1.8
3,3,David Ramirez,Ohio State,SR,12.650,4.5,8.050,,0.1,,,3/22/2026,Penn State vs Ohio State,4.5,2.0,1.9
3,4,Jesse Pakele,Ohio State,SR,13.500,4.9,8.600,,,,,3/22/2026,Penn State vs Ohio State,4.9,1.4,1.4
4,1,Kellen Ryan,Penn State,VT,13.950,4.8,9.150,,,,,3/22/2026,Penn State vs Ohio State,4.8,0.8,0.9
4,2,Shaun Smith,Penn State,VT,14.050,4.8,9.250,,,,,3/22/2026,Penn State vs Ohio State,4.8,0.7,0.8
4,3,Landon Simpson,Penn State,VT,14.050,4.8,9.150,,0.1,,,3/22/2026,Penn State vs Ohio State,4.8,0.8,0.9
4,4,Matthew Underhill,Penn State,VT,13.900,4.8,9.100,0.1,0.1,,,3/22/2026,Penn State vs Ohio State,4.8,1.0,0.8
4,1,Kristian Grahovski,Ohio State,VT,13.700,4.8,9.000,0.1,,,,3/22/2026,Penn State vs Ohio State,4.8,1.0,1.0
4,2,Chase Davenport-Mills,Ohio State,VT,12.750,4.8,8.250,0.3,,,,3/22/2026,Penn State vs Ohio State,4.8,1.8,1.7
4,3,David Ramirez,Ohio State,VT,14.000,4.8,9.200,,,,,3/22/2026,Penn State vs Ohio State,4.8,0.8,0.8
4,4,Zach Snyder,Ohio State,VT,14.150,4.8,9.350,,,,,3/22/2026,Penn State vs Ohio State,4.8,0.7,0.6
5,1,Bobby Alessio,Penn State,PB,12.600,4.2,8.400,,,,,3/22/2026,Penn State vs Ohio State,4.2,1.7,1.5
5,2,Kacper Garnczarek,Penn State,PB,11.400,5.0,6.700,0.3,,,,3/22/2026,Penn State vs Ohio State,5.0,3.3,3.3
5,3,Landon Simpson,Penn State,PB,14.150,5.2,8.950,,,,,3/22/2026,Penn State vs Ohio State,5.2,1.1,1.0
5,4,Akseli Karsikas,Penn State,PB,13.400,4.5,8.800,,0.1,,,3/22/2026,Penn State vs Ohio State,4.5,1.2,1.2
5,1,Kristian Grahovski,Ohio State,PB,13.400,4.7,8.700,,,,,3/22/2026,Penn State vs Ohio State,4.7,1.2,1.4
5,2,Drake Andrews,Ohio State,PB,13.250,4.9,8.350,,,,,3/22/2026,Penn State vs Ohio State,4.9,1.7,1.6
5,3,Jesse Pakele,Ohio State,PB,13.550,4.7,8.850,,,,,3/22/2026,Penn State vs Ohio State,4.7,1.3,1.0
5,4,David Ramirez,Ohio State,PB,13.600,4.9,8.600,,0.1,,,3/22/2026,Penn State vs Ohio State,4.9,1.3,1.5
6,1,Kellen Ryan,Penn State,HB,13.350,4.9,8.350,,0.1,,,3/22/2026,Penn State vs Ohio State,4.9,1.7,1.6
6,2,Kacper Garnczarek,Penn State,HB,13.000,4.8,8.200,,,,,3/22/2026,Penn State vs Ohio State,4.8,1.7,1.9
6,3,Landon Simpson,Penn State,HB,12.450,4.7,7.750,,,,,3/22/2026,Penn State vs Ohio State,4.7,2.3,2.2
6,4,Akseli Karsikas,Penn State,HB,14.000,4.8,9.100,,0.1,,Y,3/22/2026,Penn State vs Ohio State,4.8,0.8,1.0
