Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
3,3,Tas Hajdu,Oklahoma,SR,13.550,4.9,8.650,,,,,3/21/2026,California vs Oklahoma,4.9,1.4,1.3
3,4,Francisco Velez Belendez,Oklahoma,SR,14.050,5.1,8.850,,0.1,,,3/21/2026,California vs Oklahoma,5.1,1.1,1.2
4,1,Khalen Curry,California,VT,13.800,4.8,9.000,,,,,3/21/2026,California vs Oklahoma,4.8,1.0,1.0
4,2,Nathan Underhill,California,VT,14.200,4.8,9.400,,,,,3/21/2026,California vs Oklahoma,4.8,0.6,0.6
4,3,Theodor Roald Gadderud,California,VT,14.050,4.8,9.250,,,,,3/21/2026,California vs Oklahoma,4.8,0.8,0.7
4,4,Jasper Smith-Gordon,California,VT,14.250,4.8,9.450,,,,,3/21/2026,California vs Oklahoma,4.8,0.6,0.5
4,5,Matteo Bardana,California,VT,13.000,4.0,9.100,0.1,,,,3/21/2026,California vs Oklahoma,4.0,0.9,0.9
4,1,Fuzzy Benas,Oklahoma,VT,14.000,4.8,9.200,,,,,3/21/2026,California vs Oklahoma,4.8,0.8,0.8
4,2,Nathan Roman,Oklahoma,VT,13.900,4.8,9.100,,,,,3/21/2026,California vs Oklahoma,4.8,0.9,0.9
4,3,Sasha Bogonosiuk,Oklahoma,VT,13.650,4.8,8.950,0.1,,,,3/21/2026,California vs Oklahoma,4.8,1.0,1.1
4,4,Tyler Flores,Oklahoma,VT,13.600,4.8,8.800,,,,,3/21/2026,California vs Oklahoma,4.8,1.2,1.2
5,1,Tucker Yasunaga,California,PB,13.600,4.6,8.900,,0.1,,,3/21/2026,California vs Oklahoma,4.6,1.1,1.1
5,2,Kaien Orion,California,PB,12.950,4.5,8.450,,,,,3/21/2026,California vs Oklahoma,4.5,1.6,1.5
5,3,Matteo Bardana,California,PB,12.800,4.5,8.300,,,,,3/21/2026,California vs Oklahoma,4.5,1.8,1.6
5,4,Theodor Roald Gadderud,California,PB,13.150,4.8,8.350,,,,,3/21/2026,California vs Oklahoma,4.8,1.7,1.6
5,1,Tyler Flores,Oklahoma,PB,12.950,4.4,8.550,,,,,3/21/2026,California vs Oklahoma,4.4,1.5,1.4
5,2,Fuzzy Benas,Oklahoma,PB,13.200,4.9,8.300,,,,,3/21/2026,California vs Oklahoma,4.9,1.8,1.6
5,3,Tas Hajdu,Oklahoma,PB,13.900,5.2,8.700,,,,,3/21/2026,California vs Oklahoma,5.2,1.3,1.3
5,4,Nathan Roman,Oklahoma,PB,14.250,5.4,8.850,,,,,3/21/2026,California vs Oklahoma,5.4,1.2,1.1
6,1,Jaxon Mitchell,California,HB,12.600,4.4,8.200,,,,,3/21/2026,California vs Oklahoma,4.4,1.9,1.7
6,2,Evan Wenstad,California,HB,11.400,4.1,7.300,,,,,3/21/2026,California vs Oklahoma,4.1,2.8,2.6
6,3,Troy Nuesca,California,HB,12.750,4.3,8.350,,0.1,,,3/21/2026,California vs Oklahoma,4.3,1.8,1.5
6,4,Tucker Yasunaga,California,HB,12.750,4.3,8.450,,,,,3/21/2026,California vs Oklahoma,4.3,1.6,1.5
6,5,Matteo Bardana,California,HB,12.500,4.5,8.000,,,,,3/21/2026,California vs Oklahoma,4.5,2.1,1.9
6,6,Khalen Curry,California,HB,12.550,4.5,8.050,,,,,3/21/2026,California vs Oklahoma,4.5,1.9,2.0
6,1,Brandon Zepeda-Orth,Oklahoma,HB,12.350,4.8,7.550,,,,,3/21/2026,California vs Oklahoma,4.8,2.4,2.5
6,2,Nico Hamilton,Oklahoma,HB,13.600,4.8,8.700,,0.1,,,3/21/2026,California vs Oklahoma,4.8,1.2,1.4
6,3,Fuzzy Benas,Oklahoma,HB,12.200,4.6,7.500,,0.1,,,3/21/2026,California vs Oklahoma,4.6,2.5,2.5
6,4,Kelton Christiansen,Oklahoma,HB,14.000,5.3,8.600,,0.1,,,3/21/2026,California vs Oklahoma,5.3,1.5,1.3
