Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,SV1,SV2,SV3,SV4,J1,J2,J3,J4
1,1,Tiana Sumanasekera,UCLA,VT,9.850,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,9.95,9.95,9.95,9.95,9.85,9.80,9.85,9.85
1,2,Katelyn Rosen,UCLA,VT,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.90,9.95,9.90
1,3,Mika Webster-Longin,UCLA,VT,9.250,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.30,9.25,9.25,9.20
1,4,Riley Jenkins,UCLA,VT,9.825,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.85,9.85,9.80,9.80
1,5,Ashlee Sullivan,UCLA,VT,9.825,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.80,9.80,9.85,9.85
1,6,Jordan Chiles,UCLA,VT,9.950,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.95,10.00,9.95
1,1,Camie Winger,Utah,VT,9.225,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.25,9.25,9.20,9.20
1,2,Ella Zirbes,Utah,VT,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.90,9.85,9.90
1,3,Zoe Johnson,Utah,VT,9.800,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.70,9.80,9.80,9.85
1,4,Makenna Smith,Utah,VT,9.950,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.90
1,5,Ashley Glynn,Utah,VT,9.800,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.80,9.80,9.80,9.85
1,6,Avery Neff,Utah,VT,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.95
1,1,Jasmine Cawley,Alabama,VT,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.85,9.85,9.90,9.90
1,2,Jamison Sears,Alabama,VT,9.200,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.20,9.20,9.25,9.15
1,3,Gabby Gladieux,Alabama,VT,9.725,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.70,9.75,9.70,9.75
1,4,Kylee Kvamme,Alabama,VT,9.925,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.90,9.90,9.95
1,5,Jordyn Paradise,Alabama,VT,9.750,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.75,9.70,9.80,9.75
1,6,Azaraya Ra-Akbar,Alabama,VT,9.850,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.80,9.90,9.85,9.85
1,1,Ava Stewart,Minnesota,VT,9.850,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.85,9.85,9.85
1,2,Sarah Moraw,Minnesota,VT,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,9.95,9.95,9.95,10.00,9.90,9.90,9.85,9.80
1,3,Teryn Crump,Minnesota,VT,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.95,9.90,9.90
1,4,Emma Slevin,Minnesota,VT,9.700,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,9.95,9.95,9.95,9.95,9.60,9.70,9.75,9.70
1,5,Gianna Gerdes,Minnesota,VT,9.800,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.80,9.80,9.75,9.85
1,6,Arianna Ostrum,Minnesota,VT,9.950,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.95,9.95,10.00
2,1,Tiana Sumanasekera,UCLA,UB,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.80,9.90,9.85
2,2,Mika Webster-Longin,UCLA,UB,9.200,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.25,9.15,9.15,9.25
2,3,Nola Matthews,UCLA,UB,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.90,9.95,9.85
2,4,Sydney Barros,UCLA,UB,9.850,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.90,9.80,9.70
2,5,Ashlee Sullivan,UCLA,UB,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.85,9.70,9.90,9.90
2,6,Jordan Chiles,UCLA,UB,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.95
2,1,Makenna Smith,Utah,UB,9.825,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.85,9.80,9.85,9.80
2,2,Ashley Glynn,Utah,UB,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.85,9.90,9.85
2,3,Abbi Ryssman,Utah,UB,9.775,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.75,9.80,9.80,9.75
2,4,Ella Zirbes,Utah,UB,9.750,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.70,9.75,9.80,9.75
2,5,Ana Padurariu,Utah,UB,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.90,9.90,9.90
2,6,Avery Neff,Utah,UB,9.950,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.95
2,1,Paityn Walker,Alabama,UB,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.95,9.85,9.90,9.85
2,2,Gabby Gladieux,Alabama,UB,9.850,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.80,9.90,9.85,9.85
2,3,Natalia Pawlak,Alabama,UB,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.85,9.90,9.90
2,4,Ryan Fuller,Alabama,UB,9.900,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.90,9.90,9.85
2,5,Chloe LaCoursiere,Alabama,UB,9.125,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,9.90,9.90,10.00,10.00,9.30,9.10,9.15,9.00
2,6,Azaraya Ra-Akbar,Alabama,UB,9.850,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.85,9.85,9.90,9.80
2,1,Gianna Gerdes,Minnesota,UB,9.800,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.80,9.80,9.85,9.80
2,2,Arianna Ostrum,Minnesota,UB,9.775,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.80,9.75,9.85,9.75
2,3,Teryn Crump,Minnesota,UB,9.775,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.75,9.80,9.75
2,4,Lacie Saltzmann,Minnesota,UB,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.85,9.90,9.90,9.85
2,5,Emma Slevin,Minnesota,UB,9.875,,,,,,,4/5/2026,NCAA Regional '26 @ Oregon State: Final,10.00,10.00,10.00,10.00,9.90,9.85,9.90,9.80
