Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Brigham Frentheway,Oklahoma,FX,13.950,5.1,8.850,,,,,3/7/2026,Oklahoma vs California,5.1,1.1,1.2
1,2,Leo Koike,Oklahoma,FX,13.850,4.8,8.950,,0.1,,,3/7/2026,Oklahoma vs California,4.8,1.0,1.1
1,3,Francisco Velez Belendez,Oklahoma,FX,12.850,4.9,7.950,,,,,3/7/2026,Oklahoma vs California,4.9,1.9,2.2
1,4,Nico Hamilton,Oklahoma,FX,14.050,5.1,8.850,,0.1,,,3/7/2026,Oklahoma vs California,5.1,1.1,1.2
1,1,Khalen Curry,California,FX,13.750,4.9,8.850,,,,,3/7/2026,Oklahoma vs California,4.9,1.0,1.3
1,2,Nathan Underhill,California,FX,13.150,5.0,8.450,0.3,,,,3/7/2026,Oklahoma vs California,5.0,1.5,1.6
1,3,Trigg Dudley,California,FX,12.250,4.9,7.350,,,,,3/7/2026,Oklahoma vs California,4.9,2.6,2.7
1,4,Matteo Bardana,California,FX,13.600,5.0,8.600,,,,,3/7/2026,Oklahoma vs California,5.0,1.4,1.4
2,1,Ignacio Yockers,Oklahoma,PH,14.050,5.3,8.750,,,,,3/7/2026,Oklahoma vs California,5.3,1.3,1.2
2,2,Mac Seyler,Oklahoma,PH,14.000,5.1,8.900,,,,,3/7/2026,Oklahoma vs California,5.1,1.0,1.2
2,3,Kelton Christiansen,Oklahoma,PH,13.950,4.9,9.050,,,,,3/7/2026,Oklahoma vs California,4.9,1.0,0.9
2,4,Tyler Flores,Oklahoma,PH,14.000,4.9,9.100,,,,,3/7/2026,Oklahoma vs California,4.9,0.8,1.0
2,1,Trigg Dudley,California,PH,13.500,4.9,8.600,,,,,3/7/2026,Oklahoma vs California,4.9,1.2,1.6
2,2,Kaien Orion,California,PH,13.750,4.9,8.850,,,,,3/7/2026,Oklahoma vs California,4.9,1.0,1.3
2,3,Harry Kim,California,PH,13.600,5.0,8.600,,,,,3/7/2026,Oklahoma vs California,5.0,1.3,1.5
2,4,Jasper Smith-Gordon,California,PH,13.100,4.8,8.300,,,,,3/7/2026,Oklahoma vs California,4.8,1.5,1.9
2,5,Matteo Bardana,California,PH,11.800,3.6,8.200,,,,,3/7/2026,Oklahoma vs California,3.6,1.6,2.0
3,1,Brigham Frentheway,Oklahoma,SR,13.950,4.7,9.150,,0.1,,,3/7/2026,Oklahoma vs California,4.7,0.9,0.8
3,2,Mac Seyler,Oklahoma,SR,13.700,4.4,9.300,,,,,3/7/2026,Oklahoma vs California,4.4,0.7,0.7
3,3,Tas Hajdu,Oklahoma,SR,13.950,4.9,9.050,,,,,3/7/2026,Oklahoma vs California,4.9,0.9,1.0
3,4,Francisco Velez Belendez,Oklahoma,SR,14.400,5.1,9.200,,0.1,,,3/7/2026,Oklahoma vs California,5.1,0.9,0.7
3,1,Carter Kim,California,SR,13.250,4.5,8.750,,,,,3/7/2026,Oklahoma vs California,4.5,1.3,1.2
3,2,Jaxon Mitchell,California,SR,13.250,4.9,8.250,,0.1,,,3/7/2026,Oklahoma vs California,4.9,1.8,1.7
3,3,Sam Cirlincione,California,SR,13.550,4.5,9.050,,,,,3/7/2026,Oklahoma vs California,4.5,1.0,0.9
3,4,Nathan Underhill,California,SR,13.150,4.4,8.750,,,,,3/7/2026,Oklahoma vs California,4.4,1.3,1.2
3,5,Matteo Bardana,California,SR,13.250,3.9,9.250,,0.1,,,3/7/2026,Oklahoma vs California,3.9,0.8,0.7
4,1,Tyler Flores,Oklahoma,VT,14.500,4.8,9.600,,0.1,,,3/7/2026,Oklahoma vs California,4.8,0.4,0.4
4,2,Leo Koike,Oklahoma,VT,13.850,4.8,9.150,0.1,,,,3/7/2026,Oklahoma vs California,4.8,0.8,0.9
4,3,Fuzzy Benas,Oklahoma,VT,14.400,4.8,9.500,,0.1,,,3/7/2026,Oklahoma vs California,4.8,0.4,0.6
4,4,Brigham Frentheway,Oklahoma,VT,13.600,4.8,8.800,,,,,3/7/2026,Oklahoma vs California,4.8,1.1,1.3
4,1,Sam Cirlincione,California,VT,13.700,4.4,9.300,,,,,3/7/2026,Oklahoma vs California,4.4,0.6,0.8
4,2,Nathan Underhill,California,VT,13.300,4.8,8.500,,,,,3/7/2026,Oklahoma vs California,4.8,1.4,1.6
4,3,Khalen Curry,California,VT,13.950,4.8,9.150,,,,,3/7/2026,Oklahoma vs California,4.8,0.8,0.9
4,4,Jasper Smith-Gordon,California,VT,14.350,4.8,9.550,,,,,3/7/2026,Oklahoma vs California,4.8,0.4,0.5
4,5,Matteo Bardana,California,VT,13.250,4.4,9.150,0.3,,,,3/7/2026,Oklahoma vs California,4.4,0.9,0.8
5,1,Ignacio Yockers,Oklahoma,PB,13.850,4.4,9.350,,0.1,,Y,3/7/2026,Oklahoma vs California,4.4,0.7,0.6
5,2,Fuzzy Benas,Oklahoma,PB,13.150,4.7,8.450,,,,,3/7/2026,Oklahoma vs California,4.7,1.4,1.7
5,3,Tas Hajdu,Oklahoma,PB,13.550,5.2,8.350,,,,,3/7/2026,Oklahoma vs California,5.2,1.7,1.6
