Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Michael Weiner,William & Mary,FX,13.100,4.5,8.600,,,,,3/7/2026,William & Mary vs Navy,4.5,1.4,1.4
1,2,Nicholas Kosarikov,William & Mary,FX,12.600,4.5,8.100,,,,,3/7/2026,William & Mary vs Navy,4.5,1.8,2.0
1,3,Niko Greenly,William & Mary,FX,13.650,4.5,9.050,,0.1,,,3/7/2026,William & Mary vs Navy,4.5,1.0,0.9
1,4,Luke Tully,William & Mary,FX,13.800,4.7,9.000,,0.1,,,3/7/2026,William & Mary vs Navy,4.7,1.0,1.0
1,1,McKinley Michel,Navy,FX,12.800,4.8,8.000,,,,,3/7/2026,William & Mary vs Navy,4.8,1.9,2.1
1,2,Benjamin Thurlow Lam,Navy,FX,14.100,4.8,9.200,,0.1,,,3/7/2026,William & Mary vs Navy,4.8,0.8,0.8
1,3,Jonah Soltz,Navy,FX,13.250,4.4,8.750,,0.1,,,3/7/2026,William & Mary vs Navy,4.4,1.3,1.2
1,4,Colby Prince,Navy,FX,12.800,4.7,8.000,,0.1,,,3/7/2026,William & Mary vs Navy,4.7,2.1,1.9
2,1,Ricky Pizem,William & Mary,PH,11.700,3.9,7.800,,,,,3/7/2026,William & Mary vs Navy,3.9,2.3,2.1
2,2,Jared Noyman,William & Mary,PH,12.600,3.8,8.800,,,,,3/7/2026,William & Mary vs Navy,3.8,1.3,1.1
2,3,Sam Smith,William & Mary,PH,12.400,4.5,7.900,,,,,3/7/2026,William & Mary vs Navy,4.5,2.0,2.2
2,4,Gavin Zborowski,William & Mary,PH,12.900,4.5,8.400,,,,,3/7/2026,William & Mary vs Navy,4.5,1.5,1.7
2,1,Saran Alexander,Navy,PH,12.650,5.0,7.650,,,,,3/7/2026,William & Mary vs Navy,5.0,2.2,2.5
2,2,Zachary Silao,Navy,PH,11.400,4.3,7.100,,,,,3/7/2026,William & Mary vs Navy,4.3,2.8,3.0
2,3,Matthew Petros,Navy,PH,13.300,4.5,8.800,,,,,3/7/2026,William & Mary vs Navy,4.5,1.3,1.1
2,4,Jonah Soltz,Navy,PH,13.400,4.5,8.900,,,,,3/7/2026,William & Mary vs Navy,4.5,1.2,1.0
3,1,Jonathan Irwin,William & Mary,SR,13.050,4.2,8.850,,,,,3/7/2026,William & Mary vs Navy,4.2,1.0,1.3
3,2,Nicholas Kosarikov,William & Mary,SR,12.200,3.1,9.100,,,,,3/7/2026,William & Mary vs Navy,3.1,0.8,1.0
3,3,Luke Tully,William & Mary,SR,12.600,3.2,9.300,,0.1,,Y,3/7/2026,William & Mary vs Navy,3.2,0.6,0.8
3,4,Gavin Zborowski,William & Mary,SR,12.500,3.7,8.800,,,,,3/7/2026,William & Mary vs Navy,3.7,1.2,1.2
3,1,Aaron Stein,Navy,SR,13.300,4.4,8.800,,0.1,,,3/7/2026,William & Mary vs Navy,4.4,1.2,1.2
3,2,Michael Romo,Navy,SR,12.900,3.8,9.000,,0.1,,,3/7/2026,William & Mary vs Navy,3.8,1.0,1.0
3,3,Zachary Silao,Navy,SR,13.250,4.5,8.750,,,,Y,3/7/2026,William & Mary vs Navy,4.5,1.2,1.3
3,4,Saran Alexander,Navy,SR,12.900,3.9,9.000,,,,,3/7/2026,William & Mary vs Navy,3.9,1.0,1.0
3,5,Jonah Soltz,Navy,SR,12.200,3.3,8.900,,,,,3/7/2026,William & Mary vs Navy,3.3,1.0,1.2
4,1,Ricky Pizem,William & Mary,VT,13.600,4.4,9.100,,0.1,,,3/7/2026,William & Mary vs Navy,4.4,0.9,0.9
4,2,Trenton Peazant,William & Mary,VT,13.500,4.4,9.000,,0.1,,,3/7/2026,William & Mary vs Navy,4.4,0.9,1.1
4,3,Niko Greenly,William & Mary,VT,13.300,4.4,9.000,0.1,,,,3/7/2026,William & Mary vs Navy,4.4,1.0,1.0
