Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,SV1,SV2,SV3,SV4,J1,J2,J3,J4
1,1,Ja' Free Scott,Georgia,VT,9.750,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,9.95,9.95,9.95,9.95,9.90,9.75,9.75,9.70
1,2,Csenge Bacskay,Georgia,VT,9.650,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.65,9.65,9.65,9.65
1,3,Avery Moll,Georgia,VT,9.900,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.90,9.90,9.85,9.90
1,4,Nyla Aquino,Georgia,VT,9.950,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.90,9.95,9.95,9.95
1,5,CaMarah Williams,Georgia,VT,9.800,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.85,9.75,9.80,9.80
1,6,Ady Wahl,Georgia,VT,9.850,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.85,9.85,9.85,9.90
1,1,Cady Duplissis,Michigan State,VT,9.800,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.85,9.80,9.80,9.80
1,2,Korynne Marquart,Michigan State,VT,9.750,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.75,9.75,9.80,9.75
1,3,Isabella Trostel,Michigan State,VT,9.875,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.90,9.85,9.85,9.90
1,4,MaKayla Tucker,Michigan State,VT,9.950,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.95,9.95,9.95,9.95
1,5,Nikki Smith,Michigan State,VT,10.000,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.95
1,6,Sage Kellerman,Michigan State,VT,9.950,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.95,9.95,10.00,9.95
1,1,Daisy Stephenson,BYU,VT,9.775,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,9.95,9.95,9.95,9.95,9.75,9.80,9.80,9.75
1,2,Mya Kirkham,BYU,VT,9.675,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,9.95,9.95,9.95,9.95,9.65,9.70,9.60,9.70
1,3,Scarlett Sonnenberg,BYU,VT,9.875,,,,,,,4/2/2026,NCAA Regional '26 @ ASU: Second Round #1,10.00,10.00,10.00,10.00,9.90,9.85,9.85,9.90
