Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Michael Weiner,William & Mary,FX,13.200,4.5,8.700,,,,,3/20/2026,USAGCC '26 (Team & AA),4.5,1.3,1.3
1,2,Nicholas Kosarikov,William & Mary,FX,12.350,4.5,7.850,,,,,3/20/2026,USAGCC '26 (Team & AA),4.5,2.3,2.0
1,3,Niko Greenly,William & Mary,FX,13.250,4.6,8.650,,,,,3/20/2026,USAGCC '26 (Team & AA),4.6,1.4,1.3
1,4,Luke Tully,William & Mary,FX,13.000,4.7,8.200,,0.1,,,3/20/2026,USAGCC '26 (Team & AA),4.7,1.7,1.9
1,1,Kyler Hinson,Greenville,FX,13.100,4.7,8.400,,,,,3/20/2026,USAGCC '26 (Team & AA),4.7,1.5,1.7
1,2,Andrew Ricard,Greenville,FX,12.950,4.7,8.450,0.2,,,,3/20/2026,USAGCC '26 (Team & AA),4.7,1.7,1.4
1,3,Ethan Poole,Greenville,FX,12.500,4.7,8.000,0.2,,,,3/20/2026,USAGCC '26 (Team & AA),4.7,2.2,1.8
1,4,Jaxon Clapper,Greenville,FX,13.250,4.8,8.450,,,,,3/20/2026,USAGCC '26 (Team & AA),4.8,1.4,1.7
1,1,Jaden Blank,Army,FX,13.150,4.5,8.650,,,,,3/20/2026,USAGCC '26 (Team & AA),4.5,1.4,1.3
1,2,Max Rubin,Army,FX,13.000,4.5,8.500,,,,,3/20/2026,USAGCC '26 (Team & AA),4.5,1.6,1.4
1,3,Nick Lester,Army,FX,13.250,4.4,8.850,,,,,3/20/2026,USAGCC '26 (Team & AA),4.4,1.2,1.1
1,4,Thomas Morrow,Army,FX,13.300,4.6,8.800,0.1,,,,3/20/2026,USAGCC '26 (Team & AA),4.6,1.2,1.2
1,1,Garrett Alexander,Simpson,FX,12.700,4.3,8.400,,,,,3/20/2026,USAGCC '26 (Team & AA),4.3,1.7,1.5
1,2,Noah Doiron,Simpson,FX,12.600,4.4,8.200,,,,,3/20/2026,USAGCC '26 (Team & AA),4.4,1.9,1.7
1,3,Jake Smith,Simpson,FX,12.150,4.8,7.750,0.4,,,,3/20/2026,USAGCC '26 (Team & AA),4.8,2.4,2.1
1,4,Braxton Jones,Simpson,FX,13.150,4.7,8.350,,0.1,,,3/20/2026,USAGCC '26 (Team & AA),4.7,1.5,1.8
1,1,Daniel Gurevich,Navy,FX,13.500,4.9,8.600,,,,,3/20/2026,USAGCC '26 (Team & AA),4.9,1.5,1.3
