Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Jaden Blank,Army,FX,13.150,4.5,8.750,0.1,,,,3/7/2026,Army / Greenville / Springfield,4.5,1.2,1.3
1,2,Max Rubin,Army,FX,13.350,4.5,8.850,,,,,3/7/2026,Army / Greenville / Springfield,4.5,1.2,1.1
1,3,Nick Lester,Army,FX,13.350,4.4,8.950,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.1,1.0
1,4,Thomas Morrow,Army,FX,13.700,4.6,9.200,0.1,,,,3/7/2026,Army / Greenville / Springfield,4.6,0.8,0.8
1,1,Elijah Cruz,Greenville,FX,11.650,4.5,7.750,0.6,,,,3/7/2026,Army / Greenville / Springfield,4.5,2.3,2.2
1,2,Kyler Hinson,Greenville,FX,13.550,4.7,8.850,,,,,3/7/2026,Army / Greenville / Springfield,4.7,1.2,1.1
1,3,Ethan Poole,Greenville,FX,13.050,4.7,8.350,,,,,3/7/2026,Army / Greenville / Springfield,4.7,1.5,1.8
1,4,Jaxon Clapper,Greenville,FX,13.750,4.8,8.850,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.8,1.2,1.1
1,1,Carl Jacob Soederqvist,Springfield,FX,13.250,4.7,8.550,,,,Y,3/7/2026,Army / Greenville / Springfield,4.7,1.4,1.5
1,2,Evan Reichert,Springfield,FX,13.350,4.8,8.550,,,,,3/7/2026,Army / Greenville / Springfield,4.8,1.5,1.4
1,3,Michael Dalton,Springfield,FX,12.850,4.4,8.450,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.6,1.5
1,4,Will Wilson,Springfield,FX,13.450,4.9,8.550,,,,Y,3/7/2026,Army / Greenville / Springfield,4.9,1.5,1.4
2,1,Ben Aguilar,Army,PH,12.700,4.4,8.300,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.8,1.6
2,2,Noah Duran,Army,PH,13.700,5.3,8.400,,,,,3/7/2026,Army / Greenville / Springfield,5.3,1.7,1.5
2,3,Jake Prabhakaran,Army,PH,13.150,4.7,8.450,,,,,3/7/2026,Army / Greenville / Springfield,4.7,1.4,1.7
2,4,Maddox Pabellon,Army,PH,13.900,5.3,8.600,,,,,3/7/2026,Army / Greenville / Springfield,5.3,1.5,1.3
2,5,Jaden Blank,Army,PH,11.600,3.6,8.000,,,,,3/7/2026,Army / Greenville / Springfield,3.6,2.0,2.0
2,1,Jacob Foster,Greenville,PH,12.200,3.8,8.400,,,,,3/7/2026,Army / Greenville / Springfield,3.8,1.5,1.7
2,2,Andres Esquivel-Garza,Greenville,PH,12.550,4.6,7.950,,,,,3/7/2026,Army / Greenville / Springfield,4.6,2.1,2.0
2,3,Kyler Hinson,Greenville,PH,12.600,4.2,8.400,,,,,3/7/2026,Army / Greenville / Springfield,4.2,1.7,1.5
2,4,Matthew Roth,Greenville,PH,13.800,5.0,8.800,,,,,3/7/2026,Army / Greenville / Springfield,5.0,1.1,1.3
2,1,Carl Jacob Soederqvist,Springfield,PH,11.800,4.0,7.800,,,,,3/7/2026,Army / Greenville / Springfield,4.0,2.2,2.2
2,2,Evan Reichert,Springfield,PH,10.900,4.0,6.900,,,,,3/7/2026,Army / Greenville / Springfield,4.0,3.0,3.2
2,3,Devon Felsenstein,Springfield,PH,12.400,4.8,7.600,,,,,3/7/2026,Army / Greenville / Springfield,4.8,2.3,2.5
2,4,Peyton Cramer,Springfield,PH,13.750,5.2,8.550,,,,,3/7/2026,Army / Greenville / Springfield,5.2,1.3,1.6
3,1,Jake Prabhakaran,Army,SR,12.450,3.5,8.950,,,,,3/7/2026,Army / Greenville / Springfield,3.5,1.0,1.1
3,2,Cash Johnston,Army,SR,13.200,3.6,9.500,,0.1,,,3/7/2026,Army / Greenville / Springfield,3.6,0.4,0.6
3,3,Jaden Blank,Army,SR,12.750,3.4,9.250,,0.1,,Y,3/7/2026,Army / Greenville / Springfield,3.4,0.7,0.8
3,4,Carter Beck,Army,SR,13.200,3.6,9.500,,0.1,,,3/7/2026,Army / Greenville / Springfield,3.6,0.5,0.5
3,1,Elijah Cruz,Greenville,SR,13.350,4.2,9.050,,0.1,,Y,3/7/2026,Army / Greenville / Springfield,4.2,1.0,0.9
