Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
3,2,Ricky Mays,Greenville,SR,13.450,4.3,9.150,,,,Y,3/7/2026,Army / Greenville / Springfield,4.3,0.9,0.8
3,3,Ethan Poole,Greenville,SR,13.600,4.2,9.300,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.2,0.7,0.7
3,4,Sergey Popov,Greenville,SR,13.750,4.7,9.050,,,,Y,3/7/2026,Army / Greenville / Springfield,4.7,0.9,1.0
3,5,Kyler Hinson,Greenville,SR,11.600,2.8,8.700,,0.1,,,3/7/2026,Army / Greenville / Springfield,2.8,1.4,1.2
3,1,Will Wilson,Springfield,SR,12.750,3.9,8.850,,,,Y,3/7/2026,Army / Greenville / Springfield,3.9,1.3,1.0
3,2,Brian Delf,Springfield,SR,11.600,3.7,7.900,,,,,3/7/2026,Army / Greenville / Springfield,3.7,2.1,2.1
3,3,Gustavin Suess,Springfield,SR,12.850,3.6,9.150,,0.1,,Y,3/7/2026,Army / Greenville / Springfield,3.6,0.9,0.8
3,4,Blaise Rousseau,Springfield,SR,14.150,4.8,9.350,,,,Y,3/7/2026,Army / Greenville / Springfield,4.8,0.6,0.7
4,1,Felipe Junqueira,Army,VT,13.200,4.4,8.800,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.3,1.1
4,2,Maddox Pabellon,Army,VT,13.600,4.4,9.100,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.4,1.0,0.8
4,3,Jaden Blank,Army,VT,13.200,4.4,8.800,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.2,1.2
4,4,Nick Lester,Army,VT,13.450,4.4,9.050,,,,,3/7/2026,Army / Greenville / Springfield,4.4,0.9,1.0
4,1,Michael Avery,Greenville,VT,13.350,4.4,8.950,,,,,3/7/2026,Army / Greenville / Springfield,4.4,0.9,1.2
4,2,Jaxon Clapper,Greenville,VT,13.700,4.8,8.900,,,,,3/7/2026,Army / Greenville / Springfield,4.8,1.1,1.1
4,3,Ricky Mays,Greenville,VT,13.450,4.8,8.650,,,,,3/7/2026,Army / Greenville / Springfield,4.8,1.4,1.3
4,4,Logan Watterson,Greenville,VT,14.300,4.8,9.400,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.8,0.6,0.6
4,5,Kyler Hinson,Greenville,VT,13.000,4.0,9.000,,,,,3/7/2026,Army / Greenville / Springfield,4.0,1.1,0.9
4,1,Will Wilson,Springfield,VT,13.100,4.4,8.700,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.4,1.2
4,2,Michael Dalton,Springfield,VT,13.150,4.4,8.750,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.2,1.3
4,3,Evan Reichert,Springfield,VT,13.350,4.4,8.950,,,,,3/7/2026,Army / Greenville / Springfield,4.4,0.9,1.2
4,4,Owen Carney,Springfield,VT,13.350,4.4,8.950,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.2,0.9
5,1,Jaden Blank,Army,PB,12.900,3.6,9.200,,0.1,,,3/7/2026,Army / Greenville / Springfield,3.6,0.7,0.9
5,2,Cash Johnston,Army,PB,13.000,3.9,9.100,,,,,3/7/2026,Army / Greenville / Springfield,3.9,0.9,0.9
5,3,Noah Duran,Army,PB,13.000,4.4,8.500,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.4,1.6,1.4
5,4,Nick Lester,Army,PB,13.150,4.5,8.650,,,,,3/7/2026,Army / Greenville / Springfield,4.5,1.3,1.4
5,1,Kyler Hinson,Greenville,PB,13.200,4.4,8.800,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.1,1.3
5,2,Michael Avery,Greenville,PB,13.000,4.4,8.600,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.3,1.5
5,3,Sergey Popov,Greenville,PB,13.150,4.5,8.550,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.5,1.4,1.5
5,4,Jaxon Clapper,Greenville,PB,13.950,4.9,9.050,,,,,3/7/2026,Army / Greenville / Springfield,4.9,1.0,0.9
5,1,Skyler Cook,Springfield,PB,12.400,3.8,8.600,,,,,3/7/2026,Army / Greenville / Springfield,3.8,1.5,1.3
5,2,Brian Delf,Springfield,PB,12.600,3.6,9.000,,,,,3/7/2026,Army / Greenville / Springfield,3.6,1.0,1.0
5,3,Blaise Rousseau,Springfield,PB,13.200,4.4,8.800,,,,,3/7/2026,Army / Greenville / Springfield,4.4,1.2,1.2
5,4,Devon Felsenstein,Springfield,PB,12.350,3.0,9.250,,0.1,,,3/7/2026,Army / Greenville / Springfield,3.0,0.7,0.8
6,1,Jake Prabhakaran,Army,HB,12.100,3.6,8.500,,,,,3/7/2026,Army / Greenville / Springfield,3.6,1.4,1.6
6,2,Cash Johnston,Army,HB,12.900,4.0,8.900,,,,,3/7/2026,Army / Greenville / Springfield,4.0,1.2,1.0
6,3,Jaden Blank,Army,HB,12.900,4.3,8.600,,,,,3/7/2026,Army / Greenville / Springfield,4.3,1.3,1.5
6,4,Tyson Phelps,Army,HB,12.800,4.2,8.600,,,,,3/7/2026,Army / Greenville / Springfield,4.2,1.3,1.5
6,1,Michael Avery,Greenville,HB,12.500,4.1,8.400,,,,,3/7/2026,Army / Greenville / Springfield,4.1,1.6,1.6
6,2,Logan Watterson,Greenville,HB,10.950,3.6,7.350,,,,,3/7/2026,Army / Greenville / Springfield,3.6,2.5,2.8
6,3,Kyler Hinson,Greenville,HB,12.650,4.2,8.350,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.2,1.6,1.7
6,4,Jacob Foster,Greenville,HB,12.850,4.1,8.650,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.1,1.3,1.4
6,1,Will Wilson,Springfield,HB,12.650,3.8,8.850,,,,,3/7/2026,Army / Greenville / Springfield,3.8,1.0,1.3
6,2,Skyler Cook,Springfield,HB,12.500,3.8,8.700,,,,,3/7/2026,Army / Greenville / Springfield,3.8,1.4,1.2
6,3,Kaleb Palacio,Springfield,HB,12.100,3.4,8.600,,0.1,,,3/7/2026,Army / Greenville / Springfield,3.4,1.4,1.4
6,4,Owen Carney,Springfield,HB,13.500,4.2,9.200,,0.1,,,3/7/2026,Army / Greenville / Springfield,4.2,0.7,0.9
