Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Garrett Alexander,Simpson,FX,12.600,4.2,8.400,,,,,2/21/2026,Simpson vs Army,4.2,1.7,1.5
1,2,Kenny Rabe,Simpson,FX,12.850,4.6,8.250,,,,,2/21/2026,Simpson vs Army,4.6,1.9,1.6
1,3,Jake Smith,Simpson,FX,13.050,4.9,8.150,,,,,2/21/2026,Simpson vs Army,4.9,1.9,1.8
1,4,Sterling Pariza,Simpson,FX,13.050,4.3,8.750,,,,,2/21/2026,Simpson vs Army,4.3,1.2,1.3
1,1,Jaden Blank,Army,FX,12.900,4.5,8.400,,,,,2/21/2026,Simpson vs Army,4.5,1.7,1.5
1,2,Max Rubin,Army,FX,11.800,4.6,7.200,,,,,2/21/2026,Simpson vs Army,4.6,2.9,2.7
1,3,Nick Lester,Army,FX,13.200,4.4,8.800,,,,,2/21/2026,Simpson vs Army,4.4,1.1,1.3
1,4,Thomas Morrow,Army,FX,13.700,4.4,9.200,,0.1,,,2/21/2026,Simpson vs Army,4.4,0.8,0.8
2,1,Tristan Shorey,Simpson,PH,10.650,4.4,6.250,,,,,2/21/2026,Simpson vs Army,4.4,3.6,3.9
2,2,Milo Staley,Simpson,PH,12.100,4.5,7.600,,,,,2/21/2026,Simpson vs Army,4.5,2.5,2.3
2,3,Garrett Alexander,Simpson,PH,11.750,3.9,7.850,,,,,2/21/2026,Simpson vs Army,3.9,2.1,2.2
2,4,William Bacus,Simpson,PH,12.650,4.4,8.250,,,,,2/21/2026,Simpson vs Army,4.4,1.7,1.8
2,1,Nick Lester,Army,PH,11.450,4.6,6.850,,,,,2/21/2026,Simpson vs Army,4.6,3.2,3.1
2,2,Felipe Junqueira,Army,PH,12.650,4.4,8.250,,,Y,Y,2/21/2026,Simpson vs Army,4.4,1.8,1.7
2,3,Jake Prabhakaran,Army,PH,13.350,4.5,8.850,,,,,2/21/2026,Simpson vs Army,4.5,1.1,1.2
2,4,Maddox Pabellon,Army,PH,13.750,5.5,8.250,,,,,2/21/2026,Simpson vs Army,5.5,1.9,1.6
3,1,Braxton Jones,Simpson,SR,12.250,3.2,9.050,,,,,2/21/2026,Simpson vs Army,3.2,1.0,0.9
3,2,Oskar Silverman,Simpson,SR,12.900,4.0,8.800,,0.1,Y,,2/21/2026,Simpson vs Army,4.0,1.3,1.1
3,3,Alex Campbell,Simpson,SR,13.100,4.3,8.800,,,,,2/21/2026,Simpson vs Army,4.3,1.1,1.3
3,4,Brian Rollison,Simpson,SR,13.750,4.9,8.750,,0.1,,,2/21/2026,Simpson vs Army,4.9,1.3,1.2
3,1,Jake Prabhakaran,Army,SR,12.300,3.5,8.800,,,,,2/21/2026,Simpson vs Army,3.5,1.2,1.2
3,2,Cash Johnston,Army,SR,11.950,3.2,8.650,,0.1,,,2/21/2026,Simpson vs Army,3.2,1.4,1.3
3,3,Jaden Blank,Army,SR,12.650,3.4,9.150,,0.1,,Y,2/21/2026,Simpson vs Army,3.4,0.8,0.9
3,4,Carter Beck,Army,SR,12.350,3.4,8.950,,,,,2/21/2026,Simpson vs Army,3.4,1.1,1.0
4,1,Sterling Pariza,Simpson,VT,13.200,4.0,9.200,,,,,2/21/2026,Simpson vs Army,4.0,0.9,0.7
4,2,Milo Staley,Simpson,VT,12.900,4.8,8.100,,,,,2/21/2026,Simpson vs Army,4.8,2.0,1.8
4,3,Jake Smith,Simpson,VT,13.450,4.8,8.750,0.1,,,,2/21/2026,Simpson vs Army,4.8,1.3,1.2
4,4,Braxton Jones,Simpson,VT,13.950,4.8,9.150,,,,,2/21/2026,Simpson vs Army,4.8,0.9,0.8
4,1,Jacob Brenner,Army,VT,12.900,4.0,8.900,,,,,2/21/2026,Simpson vs Army,4.0,1.2,1.0
4,2,Felipe Junqueira,Army,VT,13.150,4.4,8.750,,,,,2/21/2026,Simpson vs Army,4.4,1.4,1.1
4,3,Jaden Blank,Army,VT,13.450,4.4,9.050,,,,,2/21/2026,Simpson vs Army,4.4,1.0,0.9
4,4,Nick Lester,Army,VT,13.700,4.4,9.300,,,,,2/21/2026,Simpson vs Army,4.4,0.7,0.7
5,1,Alex Campbell,Simpson,PB,12.200,3.7,8.500,,,,,2/21/2026,Simpson vs Army,3.7,1.6,1.4
5,2,Sterling Pariza,Simpson,PB,11.950,3.9,8.050,,,,,2/21/2026,Simpson vs Army,3.9,2.1,1.8
5,3,Tristan Shorey,Simpson,PB,13.300,4.2,9.100,,,,,2/21/2026,Simpson vs Army,4.2,1.0,0.8
5,4,Kenny Rabe,Simpson,PB,12.650,3.8,8.850,,,,,2/21/2026,Simpson vs Army,3.8,1.3,1.0
5,1,Jacob Brenner,Army,PB,13.050,3.7,9.350,,,,,2/21/2026,Simpson vs Army,3.7,0.7,0.6
5,2,Cash Johnston,Army,PB,11.500,3.4,8.100,,,,,2/21/2026,Simpson vs Army,3.4,2.0,1.8
5,3,Jaden Blank,Army,PB,11.500,3.0,8.400,,0.1,Y,,2/21/2026,Simpson vs Army,3.0,1.8,1.4
5,4,Nick Lester,Army,PB,12.250,4.5,7.750,,,,,2/21/2026,Simpson vs Army,4.5,2.2,2.3
6,1,Milo Staley,Simpson,HB,12.050,3.8,8.150,,0.1,,,2/21/2026,Simpson vs Army,3.8,1.9,1.8
6,2,Brian Rollison,Simpson,HB,11.050,4.2,6.850,,,,,2/21/2026,Simpson vs Army,4.2,3.2,3.1
