MEET_DATE,MEET_NAME,MEET_LOCATION,SCORE_SITE,SESSION_ID,SCORE_URL,DISCIPLINE,EXPORT_STATUS,EXPORT_FILENAME,EXPORT_TIMESTAMP,EXPORT_MESSAGE
2026-04-03 16:00:00,NCAA Regional '26 @ Oregon State: Second Round #1,"Gill Coliseum, Corvallis, OR",Virtius,BCCtPHU0sK,https://virti.us/session?s=BCCtPHU0sK,WAG,EXPORTED,20260403_V_BCCtPHU0sK_WAG_NCAARegional26OregonStateSecondRound1.csv,2026-04-19 12:32:56,
2026-04-03 13:00:00,NCAA Regional '26 @ Kentucky: Second Round #1,"Historic Memorial Coliseum, Lexington, KY",Virtius,-yOiSzDV0T,https://virti.us/session?s=-yOiSzDV0T,WAG,EXPORTED,20260403_V_-yOiSzDV0T_WAG_NCAARegional26KentuckySecondRound1.csv,2026-04-19 12:33:01,
2026-04-02 22:00:00,NCAA Regional '26 @ ASU: Second Round #2,"Desert Financial Arena, Tempe, AZ",Virtius,0V35w_ZRiG,https://virti.us/session?s=0V35w_ZRiG,WAG,EXPORTED,20260402_V_0V35w_ZRiG_WAG_NCAARegional26ASUSecondRound2.csv,2026-04-19 12:33:07,
2026-04-02 20:00:00,NCAA Regional '26 @ LSU: Second Round #2,"Pete Maravich Assembly Center, Baton Rouge, LA",Virtius,zb45zMSdyR,https://virti.us/session?s=zb45zMSdyR,WAG,EXPORTED,20260402_V_zb45zMSdyR_WAG_NCAARegional26LSUSecondRound2.csv,2026-04-19 12:33:13,
2026-04-02 17:00:00,NCAA Regional '26 @ Oregon State: SJSU vs UW,"Gill Coliseum, Corvallis, OR",Virtius,q6ZQMmZ1-v,https://virti.us/session?s=q6ZQMmZ1-v,WAG,EXPORTED,20260402_V_q6ZQMmZ1-v_WAG_NCAARegional26OregonStateSJSUvsUW.csv,2026-04-19 12:33:17,
2026-04-02 16:00:00,NCAA Regional '26 @ ASU: Second Round #1,"Desert Financial Arena, Tempe, AZ",Virtius,uRGgiTHKkw,https://virti.us/session?s=uRGgiTHKkw,WAG,EXPORTED,20260402_V_uRGgiTHKkw_WAG_NCAARegional26ASUSecondRound1.csv,2026-04-19 12:33:22,
2026-04-02 14:00:00,NCAA Regional '26 @ Kentucky: CMU vs Rutgers,"Historic Memorial Coliseum, Lexington, KY",Virtius,rICvUUwgET,https://virti.us/session?s=rICvUUwgET,WAG,EXPORTED,20260402_V_rICvUUwgET_WAG_NCAARegional26KentuckyCMUvsRutgers.csv,2026-04-19 12:33:32,
2026-04-02 14:00:00,NCAA Regional '26 @ LSU: Second Round #1,"Pete Maravich Assembly Center, Baton Rouge, LA",Virtius,nXzWc7FAB_,https://virti.us/session?s=nXzWc7FAB_,WAG,EXPORTED,20260402_V_nXzWc7FAB__WAG_NCAARegional26LSUSecondRound1.csv,2026-04-19 12:33:28,
2026-04-01 17:00:00,NCAA Regional '26 @ Arizona State: ASU vs Arizona,"Desert Financial Arena, Tempe, AZ",Virtius,bN1HhLEV2x,https://virti.us/session?s=bN1HhLEV2x,WAG,EXPORTED,20260401_V_bN1HhLEV2x_WAG_NCAARegional26ArizonaStateASUvsArizona.csv,2026-04-19 12:33:36,
2026-04-01 15:00:00,NCAA Regional '26 @ LSU: Air Force vs Nebraska,"Pete Maravich Assembly Center, Baton Rouge, LA",Virtius,sd_3PUC_AG,https://virti.us/session?s=sd_3PUC_AG,WAG,EXPORTED,20260401_V_sd_3PUC_AG_WAG_NCAARegional26LSUAirForcevsNebraska.csv,2026-04-19 12:33:40,
2026-03-29 13:00:00,WCGNIC '26: Session #4 Event Finals,"Hollinger Field House, West Chester, PA",Virtius,PRKNZshVOj,https://virti.us/session?s=PRKNZshVOj,WAG,EXPORTED,20260329_V_PRKNZshVOj_WAG_WCGNIC26Session4EventFinals.csv,2026-04-19 12:33:44,
2026-03-28 19:00:00,WCGNIC '26: Session #3 Finals,"Hollinger Field House, West Chester, PA",Virtius,JUU5il2HP2,https://virti.us/session?s=JUU5il2HP2,WAG,EXPORTED,20260328_V_JUU5il2HP2_WAG_WCGNIC26Session3Finals.csv,2026-04-19 12:33:49,
2026-03-27 19:00:00,WCGNIC '26: Session #2 Semifinals,"Hollinger Field House, West Chester, PA",Virtius,1kb-loVT67,https://virti.us/session?s=1kb-loVT67,WAG,EXPORTED,20260327_V_1kb-loVT67_WAG_WCGNIC26Session2Semifinals.csv,2026-04-19 12:33:55,
2026-03-27 14:00:00,WCGNIC '26: Session #1 Semifinals,"Hollinger Field House, West Chester, PA",Virtius,odc8x_O3gz,https://virti.us/session?s=odc8x_O3gz,WAG,EXPORTED,20260327_V_odc8x_O3gz_WAG_WCGNIC26Session1Semifinals.csv,2026-04-19 12:34:00,
2026-03-22 15:00:00,Penn State vs Ohio State,"Rec Hall, University Park, PA",Virtius,c27aOjFALJ,https://virti.us/session?s=c27aOjFALJ,MAG,EXPORTED,20260322_V_c27aOjFALJ_MAG_PennStatevsOhioState.csv,2026-04-19 12:34:04,
2026-03-22 14:00:00,Michigan vs Nebraska,"Cliff Keen Arena, Ann Arbor, MI",Virtius,BETNOQhMV5,https://virti.us/session?s=BETNOQhMV5,MAG,EXPORTED,20260322_V_BETNOQhMV5_MAG_MichiganvsNebraska.csv,2026-04-19 12:34:09,
2026-03-21 22:00:00,California vs Oklahoma,"Haas Pavilion, Berkeley, CA",Virtius,sJ3UJjy6mj,https://virti.us/session?s=sJ3UJjy6mj,MAG,EXPORTED,20260321_V_sJ3UJjy6mj_MAG_CaliforniavsOklahoma.csv,2026-04-19 12:34:13,
2026-03-21 20:00:00,MPSF Championship 2026,"America First Event Center, Cedar City, UT",Virtius,pXigqPjAcN,https://virti.us/session?s=pXigqPjAcN,WAG,EXPORTED,20260321_V_pXigqPjAcN_WAG_MPSFChampionship2026.csv,2026-04-19 12:34:19,
2026-03-21 20:00:00,Mountain West Championship 2026,"ExtraMile Arena, Boise, ID",Virtius,NkrJ3Mrpeq,https://virti.us/session?s=NkrJ3Mrpeq,WAG,EXPORTED,20260321_V_NkrJ3Mrpeq_WAG_MountainWestChampionship2026.csv,2026-04-19 12:34:24,
2026-03-21 20:00:00,SEC Championship 2026 Session #2,"BOK Center, Tulsa, OK",Virtius,ehuT37YgcP,https://virti.us/session?s=ehuT37YgcP,WAG,EXPORTED,20260321_V_ehuT37YgcP_WAG_SECChampionship2026Session2.csv,2026-04-19 12:34:30,
2026-03-21 19:00:00,ACC Championship 2026 Session #2,"First Horizon Coliseum, Greensboro, NC",Virtius,BVN2I6PA8r,https://virti.us/session?s=BVN2I6PA8r,WAG,EXPORTED,20260321_V_BVN2I6PA8r_WAG_ACCChampionship2026Session2.csv,2026-04-19 12:34:35,
2026-03-21 19:00:00,Big 12 Championship 2026 Session #2,"Maverik Center, West Valley, UT",Virtius,0L_12Cw45Q,https://virti.us/session?s=0L_12Cw45Q,WAG,EXPORTED,20260321_V_0L_12Cw45Q_WAG_Big12Championship2026Session2.csv,2026-04-19 12:34:41,
2026-03-21 17:00:00,GEC Championship 2026 Session #2,"Newman Arena, Ithaca, NY",Virtius,jxabfw60Ud,https://virti.us/session?s=jxabfw60Ud,WAG,EXPORTED,20260321_V_jxabfw60Ud_WAG_GECChampionship2026Session2.csv,2026-04-19 12:34:47,
2026-03-21 15:00:00,SEC Championship 2026 Session #1,"BOK Center, Tulsa, OK",Virtius,I6uRyuMJx3,https://virti.us/session?s=I6uRyuMJx3,WAG,EXPORTED,20260321_V_I6uRyuMJx3_WAG_SECChampionship2026Session1.csv,2026-04-19 12:34:54,
2026-03-21 14:30:00,ACC Championship 2026 Session #1,"First Horizon Coliseum, Greensboro, NC",Virtius,m44-xiwSX7,https://virti.us/session?s=m44-xiwSX7,WAG,EXPORTED,20260321_V_m44-xiwSX7_WAG_ACCChampionship2026Session1.csv,2026-04-19 12:34:57,
2026-03-21 14:00:00,Big 12 Championship 2026 Session #1,"Maverik Center, West Valley, UT",Virtius,WL5gII4VIz,https://virti.us/session?s=WL5gII4VIz,WAG,EXPORTED,20260321_V_WL5gII4VIz_WAG_Big12Championship2026Session1.csv,2026-04-19 12:35:08,
2026-03-21 14:00:00,MAC Championships 2026,"Stroh Center, Bowling Green, OH",Virtius,OJtF2Kpw94,https://virti.us/session?s=OJtF2Kpw94,WAG,EXPORTED,20260321_V_OJtF2Kpw94_WAG_MACChampionships2026.csv,2026-04-19 12:35:04,
2026-03-21 14:00:00,USAGCC '26 (Event Finals),"Cadet West Gymnasium, Colorado Springs, CO",Virtius,Qc_OOMpm17,https://virti.us/session?s=Qc_OOMpm17,MAG,EXPORTED,20260321_V_Qc_OOMpm17_MAG_USAGCC26EventFinals.csv,2026-04-19 12:35:14,
2026-03-21 12:00:00,GEC Championship 2026 Session #1,"Newman Arena, Ithaca, NY",Virtius,oejfZzEIJx,https://virti.us/session?s=oejfZzEIJx,WAG,EXPORTED,20260321_V_oejfZzEIJx_WAG_GECChampionship2026Session1.csv,2026-04-19 12:35:19,
2026-03-20 19:00:00,MIC Championship 2026,"CEFCU Arena, Normal, IL",Virtius,bkWSTM_o1r,https://virti.us/session?s=bkWSTM_o1r,WAG,EXPORTED,20260320_V_bkWSTM_o1r_WAG_MICChampionship2026.csv,2026-04-19 12:35:25,
2026-03-20 16:00:00,USAGCC '26 (Team & AA),"Cadet West Gymnasium, Colorado Springs, CO",Virtius,3OvqIdgqRF,https://virti.us/session?s=3OvqIdgqRF,MAG,EXPORTED,20260320_V_3OvqIdgqRF_MAG_USAGCC26TeamAA.csv,2026-04-19 12:35:32,
2026-03-20 14:00:00,NCGA Championship 2026,"Whitney T. Corey Gymnasium, Cortland, NY",Virtius,YGZYMRqzph,https://virti.us/session?s=YGZYMRqzph,WAG,EXPORTED,20260320_V_YGZYMRqzph_WAG_NCGAChampionship2026.csv,2026-04-19 12:35:40,
2026-03-15 17:00:00,Arizona State / Utah State / SEMO,"Desert Financial Arena, Tempe, AZ",Virtius,qaIu9ZOkAZ,https://virti.us/session?s=qaIu9ZOkAZ,WAG,EXPORTED,20260315_V_qaIu9ZOkAZ_WAG_ArizonaStateUtahStateSEMO.csv,2026-04-19 12:35:45,
2026-03-15 17:00:00,California / Penn / UC Davis / Washington,"Haas Pavilion, Berkeley, CA",Virtius,Pw0KO5RecM,https://virti.us/session?s=Pw0KO5RecM,WAG,EXPORTED,20260315_V_Pw0KO5RecM_WAG_CaliforniaPennUCDavisWashington.csv,2026-04-19 12:35:55,
2026-03-15 17:00:00,Stanford vs Boise State,"Maples Pavilion, Stanford, CA",Virtius,x1e_Alp7AQ,https://virti.us/session?s=x1e_Alp7AQ,WAG,EXPORTED,20260315_V_x1e_Alp7AQ_WAG_StanfordvsBoiseState.csv,2026-04-19 12:35:50,
2026-03-15 15:00:00,Minnesota / Illinois / Iowa / NIU,"Maturi Pavilion, Minneapolis, MN",Virtius,ooimYI6H54,https://virti.us/session?s=ooimYI6H54,WAG,EXPORTED,20260315_V_ooimYI6H54_WAG_MinnesotaIllinoisIowaNIU.csv,2026-04-19 12:36:01,
2026-03-15 14:00:00,Bridgeport / SCSU / Yale,"Wheeler Recreation Center, Bridgeport, CT",Virtius,qs7UHFKiJa,https://virti.us/session?s=qs7UHFKiJa,WAG,EXPORTED,20260315_V_qs7UHFKiJa_WAG_BridgeportSCSUYale.csv,2026-04-19 12:36:06,
2026-03-15 14:00:00,Michigan State vs Brown,"Jenison Field House, East Lansing, MI",Virtius,Fju_qn_8ov,https://virti.us/session?s=Fju_qn_8ov,WAG,EXPORTED,20260315_V_Fju_qn_8ov_WAG_MichiganStatevsBrown.csv,2026-04-19 12:36:18,
2026-03-15 14:00:00,Pitt / Illinois State / WVU,"Fitzgerald Field House, Pittsburgh, PA",Virtius,URR-86EdLZ,https://virti.us/session?s=URR-86EdLZ,WAG,EXPORTED,20260315_V_URR-86EdLZ_WAG_PittIllinoisStateWVU.csv,2026-04-19 12:36:14,
2026-03-15 13:30:00,Bowling Green vs Centenary,"Stroh Center, Bowling Green, OH",Virtius,mNKvR6JW7Q,https://virti.us/session?s=mNKvR6JW7Q,WAG,EXPORTED,20260315_V_mNKvR6JW7Q_WAG_BowlingGreenvsCentenary.csv,2026-04-19 12:36:21,
2026-03-15 13:00:00,GW / Temple / Maryland / Towson,"Charles E. Smith Center, Washington, D.C.",Virtius,L1IE_b--x3,https://virti.us/session?s=L1IE_b--x3,WAG,EXPORTED,20260315_V_L1IE_b--x3_WAG_GWTempleMarylandTowson.csv,2026-04-19 14:57:20,
2026-03-15 13:00:00,Kent State vs Eastern Michigan,"Memorial Athletic and Convocation Center (MAC), Kent, OH",Virtius,YvPI_0Oysg,https://virti.us/session?s=YvPI_0Oysg,WAG,EXPORTED,20260315_V_YvPI_0Oysg_WAG_KentStatevsEasternMichigan.csv,2026-04-19 14:57:24,
2026-03-14 22:30:00,UCLA vs Utah,"Pauley Pavilion, Los Angeles, CA",Virtius,RrkpEFzuvQ,https://virti.us/session?s=RrkpEFzuvQ,WAG,EXPORTED,20260314_V_RrkpEFzuvQ_WAG_UCLAvsUtah.csv,2026-04-19 14:57:28,
2026-03-14 20:00:00,Air Force vs Fisk,"Cadet West Gymnasium, Colorado Springs, CO",Virtius,k8DU4lJgqf,https://virti.us/session?s=k8DU4lJgqf,WAG,EXPORTED,20260314_V_k8DU4lJgqf_WAG_AirForcevsFisk.csv,2026-04-19 14:57:31,
2026-03-14 19:00:00,Stanford Senior Night Quad,"Burnham Pavilion, Stanford, CA",Virtius,Q529aBRrrb,https://virti.us/session?s=Q529aBRrrb,MAG,EXPORTED,20260314_V_Q529aBRrrb_MAG_StanfordSeniorNightQuad.csv,2026-04-19 14:57:36,
2026-03-14 17:00:00,Nebraska vs Illinois,"Bob Devaney Sports Center, Lincoln, NE",Virtius,bJ3YQOOzkF,https://virti.us/session?s=bJ3YQOOzkF,MAG,EXPORTED,20260314_V_bJ3YQOOzkF_MAG_NebraskavsIllinois.csv,2026-04-19 14:57:42,
2026-03-14 17:00:00,Oregon State vs Denver,"Gill Coliseum, Corvallis, OR",Virtius,Mqp-0OOoOq,https://virti.us/session?s=Mqp-0OOoOq,WAG,EXPORTED,20260314_V_Mqp-0OOoOq_WAG_OregonStatevsDenver.csv,2026-04-19 14:57:39,
2026-03-14 14:00:00,William & Mary vs Alaska,"Kaplan Arena, Williamsburg, VA",Virtius,lxsR81DoG5,https://virti.us/session?s=lxsR81DoG5,WAG,EXPORTED,20260314_V_lxsR81DoG5_WAG_WilliamMaryvsAlaska.csv,2026-04-19 14:57:47,
2026-03-14 14:00:00,William & Mary vs Simpson,"Kaplan Arena, Williamsburg, VA",Virtius,5skDJw5RAK,https://virti.us/session?s=5skDJw5RAK,MAG,EXPORTED,20260314_V_5skDJw5RAK_MAG_WilliamMaryvsSimpson.csv,2026-04-19 14:57:50,
2026-03-14 13:00:00,Springfield / Temple / Navy,"Blake Arena, Springfield, MA",Virtius,tvarqrCUQj,https://virti.us/session?s=tvarqrCUQj,MAG,EXPORTED,20260314_V_tvarqrCUQj_MAG_SpringfieldTempleNavy.csv,2026-04-19 14:57:55,
2026-03-14 11:00:00,West Chester vs Cornell,"Sturzebecker Hall, West Chester, PA",Virtius,RaF9vQELpW,https://virti.us/session?s=RaF9vQELpW,WAG,EXPORTED,20260314_V_RaF9vQELpW_WAG_WestChestervsCornell.csv,2026-04-19 14:57:59,
2026-03-13 22:30:00,California / San Jose State / Stanford,"Haas Pavilion, Berkeley, CA",Virtius,b3rm9Pem6F,https://virti.us/session?s=b3rm9Pem6F,WAG,EXPORTED,20260313_V_b3rm9Pem6F_WAG_CaliforniaSanJoseStateStanford.csv,2026-04-19 14:58:03,
2026-03-13 21:30:00,Washington vs Sac State,"Alaska Airlines Arena, Seattle, WA",Virtius,Xx5K7vTA79,https://virti.us/session?s=Xx5K7vTA79,WAG,EXPORTED,20260313_V_Xx5K7vTA79_WAG_WashingtonvsSacState.csv,2026-04-19 14:58:07,
2026-03-13 21:00:00,Arizona / TWU / Ohio State / SEMO,"McKale Center, Tuscon, AZ",Virtius,H6LCC9pDsG,https://virti.us/session?s=H6LCC9pDsG,WAG,EXPORTED,20260313_V_H6LCC9pDsG_WAG_ArizonaTWUOhioStateSEMO.csv,2026-04-19 14:58:12,
2026-03-13 20:30:00,LSU vs Arkansas,"Pete Maravich Assembly Center, Baton Rouge, LA",Virtius,tUaf8gfgTb,https://virti.us/session?s=tUaf8gfgTb,WAG,EXPORTED,20260313_V_tUaf8gfgTb_WAG_LSUvsArkansas.csv,2026-04-19 14:58:16,
2026-03-13 20:00:00,Auburn vs Missouri,"Neville Arena, Auburn, AL",Virtius,aNICtKEKgL,https://virti.us/session?s=aNICtKEKgL,WAG,EXPORTED,20260313_V_aNICtKEKgL_WAG_AuburnvsMissouri.csv,2026-04-19 14:58:23,
2026-03-13 20:00:00,Boise State vs Southern Utah,"ExtraMile Arena, Boise, ID",Virtius,pT8SEdIE1t,https://virti.us/session?s=pT8SEdIE1t,WAG,EXPORTED,20260313_V_pT8SEdIE1t_WAG_BoiseStatevsSouthernUtah.csv,2026-04-19 14:58:19,
2026-03-13 19:30:00,Alabama vs Georgia,"Coleman Coliseum, Tuscaloosa, AL",Virtius,IUUm0fIyfS,https://virti.us/session?s=IUUm0fIyfS,WAG,EXPORTED,20260313_V_IUUm0fIyfS_WAG_AlabamavsGeorgia.csv,2026-04-19 14:58:27,
2026-03-13 19:00:00,Kentucky vs Florida,"Historic Memorial Coliseum, Lexington, KY",Virtius,lAKDlXEzgu,https://virti.us/session?s=lAKDlXEzgu,WAG,EXPORTED,20260313_V_lAKDlXEzgu_WAG_KentuckyvsFlorida.csv,2026-04-19 14:58:40,
2026-03-13 19:00:00,Rutgers / Western Michigan / UNH / LIU,"Jersey Mike's Arena, Piscataway, NJ",Virtius,D8CHeQ9UMr,https://virti.us/session?s=D8CHeQ9UMr,WAG,EXPORTED,20260313_V_D8CHeQ9UMr_WAG_RutgersWesternMichiganUNHLIU.csv,2026-04-19 14:58:36,
2026-03-13 19:00:00,UNC / Nebraska / Penn State,"Carmichael Arena, Chapel Hill, NC",Virtius,QYG4A-rPsU,https://virti.us/session?s=QYG4A-rPsU,WAG,EXPORTED,20260313_V_QYG4A-rPsU_WAG_UNCNebraskaPennState.csv,2026-04-19 14:58:31,
2026-03-13 18:45:00,Michigan / Oklahoma / Eastern Michigan,"Crisler Center, Ann Arbor, MI",Virtius,TD07p3iTBt,https://virti.us/session?s=TD07p3iTBt,WAG,EXPORTED,20260313_V_TD07p3iTBt_WAG_MichiganOklahomaEasternMichigan.csv,2026-04-19 14:58:44,
2026-03-13 18:00:00,CMU vs Ball State,"McGuirk Arena, Mount Pleasant, MI",Virtius,QY4e1Z2xyW,https://virti.us/session?s=QY4e1Z2xyW,WAG,EXPORTED,20260313_V_QY4e1Z2xyW_WAG_CMUvsBallState.csv,2026-04-19 14:58:51,
2026-03-13 18:00:00,Clemson vs BYU,"Littlejohn Coliseum, Clemson, SC",Virtius,Xh8RMWKfYU,https://virti.us/session?s=Xh8RMWKfYU,WAG,EXPORTED,20260313_V_Xh8RMWKfYU_WAG_ClemsonvsBYU.csv,2026-04-19 14:58:48,
2026-03-13 18:00:00,NC State vs WVU,"Reynolds Coliseum, Raleigh, NC",Virtius,eqlxEmoKCZ,https://virti.us/session?s=eqlxEmoKCZ,WAG,EXPORTED,20260313_V_eqlxEmoKCZ_WAG_NCStatevsWVU.csv,2026-04-19 14:58:55,
2026-03-13 17:00:00,Greenville vs Centenary,"H.J. Long Gymnasium, Greenville, IL",Virtius,YLCerqVflZ,https://virti.us/session?s=YLCerqVflZ,WAG,EXPORTED,20260313_V_YLCerqVflZ_WAG_GreenvillevsCentenary.csv,2026-04-19 14:59:00,
2026-03-12 18:30:00,William & Mary vs Alaska,"Kaplan Arena, Williamsburg, VA",Virtius,W4mEcGUbqn,https://virti.us/session?s=W4mEcGUbqn,WAG,EXPORTED,20260312_V_W4mEcGUbqn_WAG_WilliamMaryvsAlaska.csv,2026-04-19 14:59:03,
2026-03-09 19:45:00,Denver vs Air Force,"Magness Arena, Denver, CO",Virtius,4f57LlizDy,https://virti.us/session?s=4f57LlizDy,WAG,EXPORTED,20260309_V_4f57LlizDy_WAG_DenvervsAirForce.csv,2026-04-19 14:59:07,
2026-03-08 17:45:00,Florida vs LSU,"Exatech Arena, Gainesville, FL",Virtius,uk1Y2G_Tkw,https://virti.us/session?s=uk1Y2G_Tkw,WAG,EXPORTED,20260308_V_uk1Y2G_Tkw_WAG_FloridavsLSU.csv,2026-04-19 14:59:10,
2026-03-08 17:00:00,UC Davis vs Sac State,"University Credit Union Center, Davis, CA",Virtius,BUIo3lqLMV,https://virti.us/session?s=BUIo3lqLMV,WAG,EXPORTED,20260308_V_BUIo3lqLMV_WAG_UCDavisvsSacState.csv,2026-04-19 14:59:14,
2026-03-08 14:45:00,Oklahoma vs TWU,"Lloyd Noble Center, Norman, OK",Virtius,YjNMXsjWT7,https://virti.us/session?s=YjNMXsjWT7,WAG,EXPORTED,20260308_V_YjNMXsjWT7_WAG_OklahomavsTWU.csv,2026-04-19 14:59:18,
2026-03-08 14:00:00,Brown / Bridgeport / LIU / SCSU,"Pizzitola Sports Center, Providence, RI",Virtius,G8OxcKk92U,https://virti.us/session?s=G8OxcKk92U,WAG,EXPORTED,20260308_V_G8OxcKk92U_WAG_BrownBridgeportLIUSCSU.csv,2026-04-19 14:59:23,
2026-03-08 14:00:00,Isla HBCU Classic 2026,"Tri-Cities High School, East Point, GA",Virtius,IAfP_V-PJY,https://virti.us/session?s=IAfP_V-PJY,WAG,EXPORTED,20260308_V_IAfP_V-PJY_WAG_IslaHBCUClassic2026.csv,2026-04-19 14:59:28,
2026-03-08 13:00:00,UNH / Bowling Green / GW,"Whittemore Center, Durham, NH",Virtius,16Rc-7yEMe,https://virti.us/session?s=16Rc-7yEMe,WAG,EXPORTED,20260308_V_16Rc-7yEMe_WAG_UNHBowlingGreenGW.csv,2026-04-19 14:59:33,
2026-03-07 19:00:00,California vs Boise State,"Haas Pavilion, Berkeley, CA",Virtius,u-hE9z3HCD,https://virti.us/session?s=u-hE9z3HCD,WAG,EXPORTED,20260307_V_u-hE9z3HCD_WAG_CaliforniavsBoiseState.csv,2026-04-19 14:59:37,
2026-03-07 19:00:00,Maryland / Temple / Ball State / Cornell,"Xfinity Center, College Park, MD",Virtius,PaLR8-h_6w,https://virti.us/session?s=PaLR8-h_6w,WAG,EXPORTED,20260307_V_PaLR8-h_6w_WAG_MarylandTempleBallStateCornell.csv,2026-04-19 14:59:43,
2026-03-07 19:00:00,Oklahoma vs California,"McCasland Field House, Norman, OK",Virtius,4JqjD6NmQl,https://virti.us/session?s=4JqjD6NmQl,MAG,EXPORTED,20260307_V_4JqjD6NmQl_MAG_OklahomavsCalifornia.csv,2026-04-19 14:59:53,
2026-03-07 19:00:00,WIAC Championship 2026 - Session #2,"McCown Gymnasium, Winona, MN",Virtius,HoQuHIV-Iq,https://virti.us/session?s=HoQuHIV-Iq,WAG,EXPORTED,20260307_V_HoQuHIV-Iq_WAG_WIACChampionship2026Session2.csv,2026-04-19 14:59:48,
2026-03-07 18:00:00,Pink Invitational 2026,"Pennsylvania Convention Center, Philadelphia, PA",Virtius,11M-Sufasy,https://virti.us/session?s=11M-Sufasy,WAG,EXPORTED,20260307_V_11M-Sufasy_WAG_PinkInvitational2026.csv,2026-04-19 14:59:59,
