Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Brigham Frentheway,Oklahoma,FX,13.850,5.1,8.650,,0.1,,,2/28/2026,Oklahoma vs Nebraska,5.1,1.4,1.3
1,2,Fuzzy Benas,Oklahoma,FX,13.750,5.2,8.450,,0.1,,,2/28/2026,Oklahoma vs Nebraska,5.2,1.7,1.4
1,3,Nico Hamilton,Oklahoma,FX,14.150,5.1,8.950,,0.1,,,2/28/2026,Oklahoma vs Nebraska,5.1,1.0,1.1
1,4,Sasha Bogonosiuk,Oklahoma,FX,13.750,5.3,8.350,,0.1,,Y,2/28/2026,Oklahoma vs Nebraska,5.3,1.8,1.5
1,1,Ethan Cox,Nebraska,FX,12.650,4.8,7.850,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,2.3,2.0
1,2,Chase Mondi,Nebraska,FX,13.400,5.3,8.100,,,,,2/28/2026,Oklahoma vs Nebraska,5.3,2.0,1.8
1,3,Sam Rakita,Nebraska,FX,13.450,4.9,8.450,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.9,1.4,1.7
1,4,Max Odden,Nebraska,FX,13.700,4.8,8.900,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,1.2,1.0
2,1,Ignacio Yockers,Oklahoma,PH,14.350,5.3,9.050,,,,,2/28/2026,Oklahoma vs Nebraska,5.3,0.8,1.1
2,2,Kelton Christiansen,Oklahoma,PH,12.850,4.8,8.050,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,2.0,1.9
2,3,Mac Seyler,Oklahoma,PH,12.400,5.3,7.100,,,,,2/28/2026,Oklahoma vs Nebraska,5.3,3.0,2.8
2,4,Colby Aranda,Oklahoma,PH,14.450,5.3,9.150,,,,,2/28/2026,Oklahoma vs Nebraska,5.3,0.9,0.8
2,1,Wyatt Reynolds,Nebraska,PH,12.500,4.6,7.900,,,,,2/28/2026,Oklahoma vs Nebraska,4.6,2.0,2.2
2,2,Caden Clinton,Nebraska,PH,14.250,5.0,9.250,,,,,2/28/2026,Oklahoma vs Nebraska,5.0,0.8,0.7
2,3,Nik Tarca,Nebraska,PH,13.650,5.1,8.550,,,,,2/28/2026,Oklahoma vs Nebraska,5.1,1.3,1.6
2,4,Nathan York,Nebraska,PH,12.700,5.0,7.700,,,,,2/28/2026,Oklahoma vs Nebraska,5.0,2.4,2.2
3,1,Brigham Frentheway,Oklahoma,SR,13.500,4.7,8.800,,,,,2/28/2026,Oklahoma vs Nebraska,4.7,1.3,1.1
3,2,Francisco Velez Belendez,Oklahoma,SR,14.150,5.1,8.950,,0.1,,,2/28/2026,Oklahoma vs Nebraska,5.1,1.1,1.0
3,3,Mac Seyler,Oklahoma,SR,13.200,4.4,8.800,,,,,2/28/2026,Oklahoma vs Nebraska,4.4,1.1,1.3
3,4,Tas Hajdu,Oklahoma,SR,13.950,4.9,8.950,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.9,1.0,1.1
3,1,Anthony Koppie,Nebraska,SR,11.950,4.6,7.350,,,,,2/28/2026,Oklahoma vs Nebraska,4.6,2.6,2.7
3,2,Max Odden,Nebraska,SR,12.650,3.7,8.950,,,,,2/28/2026,Oklahoma vs Nebraska,3.7,1.0,1.1
3,3,Ty Roderiques,Nebraska,SR,12.650,4.1,8.550,,,,,2/28/2026,Oklahoma vs Nebraska,4.1,1.5,1.4
3,4,Asher Cohen,Nebraska,SR,13.600,5.4,8.200,,,,,2/28/2026,Oklahoma vs Nebraska,5.4,1.7,1.9
4,1,Sasha Bogonosiuk,Oklahoma,VT,14.450,4.8,9.550,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.8,0.5,0.4
4,2,Nico Hamilton,Oklahoma,VT,13.050,4.8,8.250,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,1.8,1.7
4,3,Fuzzy Benas,Oklahoma,VT,14.400,4.8,9.500,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.8,0.6,0.4
4,4,Brigham Frentheway,Oklahoma,VT,14.100,4.8,9.300,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,0.8,0.6
4,1,Anthony Koppie,Nebraska,VT,14.100,4.8,9.300,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,0.8,0.6
4,2,Ty Roderiques,Nebraska,VT,14.200,4.8,9.400,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,0.7,0.5
4,3,Chase Mondi,Nebraska,VT,14.100,4.8,9.300,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,0.8,0.6
4,4,Nathan York,Nebraska,VT,14.200,4.8,9.400,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,0.7,0.5
