Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
5,1,Sasha Bogonosiuk,Oklahoma,PB,13.800,4.5,9.200,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.5,0.8,0.8
5,2,Fuzzy Benas,Oklahoma,PB,13.250,4.7,8.550,,,,,2/28/2026,Oklahoma vs Nebraska,4.7,1.3,1.6
5,3,Tas Hajdu,Oklahoma,PB,13.150,4.9,8.250,,,,,2/28/2026,Oklahoma vs Nebraska,4.9,1.9,1.6
5,4,Nathan Roman,Oklahoma,PB,14.650,5.4,9.250,,,,,2/28/2026,Oklahoma vs Nebraska,5.4,0.8,0.7
5,1,Caden Clinton,Nebraska,PB,13.350,4.7,8.650,,,,,2/28/2026,Oklahoma vs Nebraska,4.7,1.4,1.3
5,2,Nathan York,Nebraska,PB,14.100,5.2,8.800,,0.1,,,2/28/2026,Oklahoma vs Nebraska,5.2,1.1,1.3
5,3,Alex Nitache,Nebraska,PB,13.600,4.5,9.000,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.5,1.1,0.9
5,4,Asher Cohen,Nebraska,PB,13.900,5.0,8.900,,,,,2/28/2026,Oklahoma vs Nebraska,5.0,1.2,1.0
6,1,Brandon Zepeda-Orth,Oklahoma,HB,14.200,5.2,8.900,,0.1,,,2/28/2026,Oklahoma vs Nebraska,5.2,1.1,1.1
6,2,Fuzzy Benas,Oklahoma,HB,13.750,4.6,9.050,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.6,0.9,1.0
6,3,Brigham Frentheway,Oklahoma,HB,13.750,4.7,8.950,,0.1,,,2/28/2026,Oklahoma vs Nebraska,4.7,1.1,1.0
6,4,Kelton Christiansen,Oklahoma,HB,14.400,5.3,9.000,,0.1,,,2/28/2026,Oklahoma vs Nebraska,5.3,0.9,1.1
6,1,Anthony Koppie,Nebraska,HB,13.050,4.8,8.250,,,,,2/28/2026,Oklahoma vs Nebraska,4.8,1.8,1.7
6,2,Nik Tarca,Nebraska,HB,12.650,4.9,7.750,,,,,2/28/2026,Oklahoma vs Nebraska,4.9,2.2,2.3
6,3,Alex Nitache,Nebraska,HB,12.800,4.7,8.100,,,,,2/28/2026,Oklahoma vs Nebraska,4.7,1.9,1.9
6,4,Max Odden,Nebraska,HB,13.950,5.0,8.950,,,,,2/28/2026,Oklahoma vs Nebraska,5.0,1.0,1.1
