meet_date,meet_name,score_site,session_id,score_url,is_wag,export_status,export_filename,export_date,export_message
2026-01-10 16:00,Nebraska / Missouri / UW-Stout / UWL,Virtius,p8KO-dZvmC,https://virti.us/session?s=p8KO-dZvmC,true,NOT_PROCESSED,,,
2026-01-10 14:00,Brockport vs Ithaca,Virtius,qNr1k97Kgi,https://virti.us/session?s=qNr1k97Kgi,true,NOT_PROCESSED,,,
2026-01-10 14:00,Navy vs Springfield,Virtius,3SPuI0zL8-,https://virti.us/session?s=3SPuI0zL8-,false,NOT_PROCESSED,,,
2026-01-10 14:00,Michigan / Simpson / Greenville,Virtius,K6adICD5NT,https://virti.us/session?s=K6adICD5NT,false,NOT_PROCESSED,,,
2026-01-09 21:00,BYU vs Oregon State,Virtius,s-zulYvxIo,https://virti.us/session?s=s-zulYvxIo,true,NOT_PROCESSED,,,
2026-01-09 21:00,Air Force vs Winona State,Virtius,nDdVLgeCoT,https://virti.us/session?s=nDdVLgeCoT,true,NOT_PROCESSED,,,
2026-01-09 21:00,California vs Stanford,Virtius,EeUcxrjyBD,https://virti.us/session?s=EeUcxrjyBD,false,NOT_PROCESSED,,,
2026-01-09 20:30,Southern Utah vs Boise State,Virtius,ljLa_PXwHJ,https://virti.us/session?s=ljLa_PXwHJ,true,NOT_PROCESSED,,,
2026-01-09 20:00,Auburn vs NC State,Virtius,Xu5kPZoPvy,https://virti.us/session?s=Xu5kPZoPvy,true,NOT_PROCESSED,,,
2026-01-09 20:00,Arizona vs Washington,Virtius,1SWwKkFfqn,https://virti.us/session?s=1SWwKkFfqn,true,NOT_PROCESSED,,,
2026-01-09 19:30,SEMO / Fisk / CMU,Virtius,cCPJlSiip_,https://virti.us/session?s=cCPJlSiip_,true,NOT_PROCESSED,,,
2026-01-09 19:00,Clemson vs Alabama,Virtius,1UnQKbk4jn,https://virti.us/session?s=1UnQKbk4jn,true,NOT_PROCESSED,,,
2026-01-09 19:00,Maryland / GW / UNH / LIU,Virtius,jo2ZGxdHEo,https://virti.us/session?s=jo2ZGxdHEo,true,NOT_PROCESSED,,,
2026-01-09 19:00,UW-Eau Claire vs Gustavus,Virtius,5c-k9YXJw8,https://virti.us/session?s=5c-k9YXJw8,true,NOT_PROCESSED,,,
2026-01-09 18:45,Florida / UNC / WVU / Temple,Virtius,AdVHymVhHj,https://virti.us/session?s=AdVHymVhHj,true,NOT_PROCESSED,,,
2026-01-09 18:00,UW-Oshkosh vs UW-Whitewater,Virtius,3o1eHedTZe,https://virti.us/session?s=3o1eHedTZe,true,NOT_PROCESSED,,,
2026-01-04 15:00,Missouri vs Iowa State,Virtius,CsDcitZCLO,https://virti.us/session?s=CsDcitZCLO,true,NOT_PROCESSED,,,
2026-01-04 14:00,Rutgers / Temple / Brockport,Virtius,Kjw73C9cAD,https://virti.us/session?s=Kjw73C9cAD,true,NOT_PROCESSED,,,
2026-01-04 14:00,Clemson vs Towson,Virtius,X_9t41xaLU,https://virti.us/session?s=X_9t41xaLU,true,NOT_PROCESSED,,,
2026-01-03 18:00,Washington / California / Oregon State / UCLA,Virtius,57h4x8lXRL,https://virti.us/session?s=57h4x8lXRL,true,NOT_PROCESSED,,,
2026-01-03 15:00,UW-Oshkosh / Greenville / UW-Stout / Winona State,Virtius,lpzlHBiSYB,https://virti.us/session?s=lpzlHBiSYB,true,NOT_PROCESSED,,,
2026-01-02 21:00,Utah / Minnesota / Iowa,Virtius,yLmIWwKtU0,https://virti.us/session?s=yLmIWwKtU0,true,NOT_PROCESSED,,,
