Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Colin Flores,Oklahoma,FX,12.700,4.8,8.200,0.3,,,,2/1/2026,Oklahoma vs Greenville,4.8,1.8,1.8
1,2,Arthur Ballon,Oklahoma,FX,13.700,5.0,8.700,,,,,2/1/2026,Oklahoma vs Greenville,5.0,1.4,1.2
1,3,Leo Koike,Oklahoma,FX,13.650,4.8,8.850,,,,,2/1/2026,Oklahoma vs Greenville,4.8,1.2,1.1
1,4,Nico Hamilton,Oklahoma,FX,13.650,5.0,8.650,,,,,2/1/2026,Oklahoma vs Greenville,5.0,1.3,1.4
1,1,Ryan Barela,Greenville,FX,11.450,4.3,7.150,,,,,2/1/2026,Oklahoma vs Greenville,4.3,2.7,3.0
1,2,Kyler Hinson,Greenville,FX,13.250,4.7,8.550,,,,,2/1/2026,Oklahoma vs Greenville,4.7,1.4,1.5
1,3,Elijah Cruz,Greenville,FX,12.050,4.4,7.550,,0.1,,,2/1/2026,Oklahoma vs Greenville,4.4,2.5,2.4
1,4,Jaxon Clapper,Greenville,FX,13.700,4.8,8.800,,0.1,,,2/1/2026,Oklahoma vs Greenville,4.8,1.3,1.1
2,1,Ignacio Yockers,Oklahoma,PH,14.350,5.5,8.850,,,,,2/1/2026,Oklahoma vs Greenville,5.5,1.1,1.2
2,2,Colin Flores,Oklahoma,PH,12.700,4.8,7.900,,,,,2/1/2026,Oklahoma vs Greenville,4.8,2.0,2.2
2,3,Tyler Flores,Oklahoma,PH,13.300,4.9,8.400,,,,,2/1/2026,Oklahoma vs Greenville,4.9,1.6,1.6
2,4,Mac Seyler,Oklahoma,PH,13.950,5.3,8.650,,,,,2/1/2026,Oklahoma vs Greenville,5.3,1.2,1.5
2,1,Henry Silva,Greenville,PH,12.950,4.4,8.550,,,,,2/1/2026,Oklahoma vs Greenville,4.4,1.5,1.4
2,2,Jacob Foster,Greenville,PH,12.450,4.0,8.450,,,,,2/1/2026,Oklahoma vs Greenville,4.0,1.5,1.6
2,3,Kyler Hinson,Greenville,PH,13.500,4.6,8.900,,,,,2/1/2026,Oklahoma vs Greenville,4.6,1.2,1.0
2,4,Matthew Roth,Greenville,PH,13.750,4.7,9.050,,,,,2/1/2026,Oklahoma vs Greenville,4.7,0.9,1.0
3,1,Brigham Frentheway,Oklahoma,SR,13.350,4.7,8.650,,,,,2/1/2026,Oklahoma vs Greenville,4.7,1.3,1.4
3,2,Colin Flores,Oklahoma,SR,12.550,4.1,8.450,,,,,2/1/2026,Oklahoma vs Greenville,4.1,1.6,1.5
3,3,Ignacio Yockers,Oklahoma,SR,12.000,3.5,8.400,,0.1,,Y,2/1/2026,Oklahoma vs Greenville,3.5,1.5,1.7
3,4,Mac Seyler,Oklahoma,SR,12.950,4.2,8.750,,,,,2/1/2026,Oklahoma vs Greenville,4.2,1.2,1.3
3,1,Ryan Barela,Greenville,SR,11.900,3.7,8.100,,0.1,,,2/1/2026,Oklahoma vs Greenville,3.7,1.8,2.0
3,2,Elijah Cruz,Greenville,SR,12.300,4.5,7.800,,,,,2/1/2026,Oklahoma vs Greenville,4.5,2.2,2.2
3,3,Ricky Mays,Greenville,SR,12.850,4.3,8.550,,,,,2/1/2026,Oklahoma vs Greenville,4.3,1.5,1.4
3,4,Sergey Popov,Greenville,SR,12.950,4.7,8.250,,,,,2/1/2026,Oklahoma vs Greenville,4.7,1.8,1.7
4,1,Colin Flores,Oklahoma,VT,13.650,4.4,9.250,,,,,2/1/2026,Oklahoma vs Greenville,4.4,0.7,0.8
4,2,Leo Koike,Oklahoma,VT,14.150,4.8,9.450,0.1,,,,2/1/2026,Oklahoma vs Greenville,4.8,0.6,0.5
4,3,Arthur Ballon,Oklahoma,VT,13.250,4.4,8.950,0.1,,,,2/1/2026,Oklahoma vs Greenville,4.4,1.1,1.0
4,4,Tyler Flores,Oklahoma,VT,14.250,4.8,9.450,,,,Y,2/1/2026,Oklahoma vs Greenville,4.8,0.6,0.5
4,1,Ricky Mays,Greenville,VT,13.750,4.8,8.950,,,,Y,2/1/2026,Oklahoma vs Greenville,4.8,1.1,1.0
4,2,Michael Avery,Greenville,VT,13.550,4.4,9.150,,,,,2/1/2026,Oklahoma vs Greenville,4.4,0.8,0.9
4,3,Logan Watterson,Greenville,VT,14.000,4.8,9.200,,,,,2/1/2026,Oklahoma vs Greenville,4.8,0.8,0.8
4,4,Jaxon Clapper,Greenville,VT,13.800,4.8,9.100,0.1,,,,2/1/2026,Oklahoma vs Greenville,4.8,0.8,1.0
5,1,Colin Flores,Oklahoma,PB,12.800,4.9,7.900,,,,,2/1/2026,Oklahoma vs Greenville,4.9,2.0,2.2
5,2,Leo Koike,Oklahoma,PB,13.100,4.2,8.900,,,,,2/1/2026,Oklahoma vs Greenville,4.2,1.2,1.0
5,3,Tyler Flores,Oklahoma,PB,13.250,4.4,8.750,,0.1,,,2/1/2026,Oklahoma vs Greenville,4.4,1.2,1.3
5,4,Fuzzy Benas,Oklahoma,PB,13.500,4.7,8.700,,0.1,,,2/1/2026,Oklahoma vs Greenville,4.7,1.3,1.3
5,1,Kyler Hinson,Greenville,PB,13.250,4.4,8.750,,0.1,,,2/1/2026,Oklahoma vs Greenville,4.4,1.3,1.2
5,2,Michael Avery,Greenville,PB,11.750,4.9,6.850,,,,,2/1/2026,Oklahoma vs Greenville,4.9,2.9,3.4
5,3,Donovan Diviney,Greenville,PB,12.700,4.5,8.200,,,,,2/1/2026,Oklahoma vs Greenville,4.5,1.7,1.9
5,4,Jaxon Clapper,Greenville,PB,13.450,4.9,8.550,,,,,2/1/2026,Oklahoma vs Greenville,4.9,1.4,1.5
6,1,Colin Flores,Oklahoma,HB,12.600,4.4,8.200,,,,,2/1/2026,Oklahoma vs Greenville,4.4,1.9,1.7
6,2,Leo Koike,Oklahoma,HB,13.100,5.0,8.100,,,,,2/1/2026,Oklahoma vs Greenville,5.0,2.0,1.8
6,3,Nico Hamilton,Oklahoma,HB,13.450,4.9,8.550,,,,,2/1/2026,Oklahoma vs Greenville,4.9,1.4,1.5
6,4,Fuzzy Benas,Oklahoma,HB,14.050,5.1,8.850,,0.1,,Y,2/1/2026,Oklahoma vs Greenville,5.1,1.1,1.2
6,1,Jacob Foster,Greenville,HB,12.550,4.1,8.450,,,,,2/1/2026,Oklahoma vs Greenville,4.1,1.7,1.4
6,2,Michael Avery,Greenville,HB,10.950,4.1,6.850,,,,,2/1/2026,Oklahoma vs Greenville,4.1,3.3,3.0
6,3,Kyler Hinson,Greenville,HB,12.750,4.3,8.450,,,,Y,2/1/2026,Oklahoma vs Greenville,4.3,1.5,1.6
6,4,Donovan Diviney,Greenville,HB,10.050,3.5,6.550,,,,,2/1/2026,Oklahoma vs Greenville,3.5,3.5,3.4
