Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Daniel Gurevich,Navy,FX,13.350,4.9,8.550,0.1,,,,4/4/2026,ECAC Championships '26,4.9,1.4,1.5
1,2,Benjamin Thurlow Lam,Navy,FX,13.650,4.8,8.850,,,,,4/4/2026,ECAC Championships '26,4.8,1.2,1.1
1,3,Colby Prince,Navy,FX,13.650,4.6,8.950,,0.1,,,4/4/2026,ECAC Championships '26,4.6,1.1,1.0
1,4,Danilo Viciana,Navy,FX,13.800,4.9,8.900,,,,Y,4/4/2026,ECAC Championships '26,4.9,1.0,1.2
1,5,Jonah Soltz,Navy,FX,12.850,4.4,8.450,,,,,4/4/2026,ECAC Championships '26,4.4,1.6,1.5
1,6,Brian Solomon,Navy,FX,13.050,5.1,8.250,0.3,,,,4/4/2026,ECAC Championships '26,5.1,1.8,1.7
1,1,Michael Weiner,William & Mary,FX,12.750,4.5,8.350,0.1,,,,4/4/2026,ECAC Championships '26,4.5,1.6,1.7
1,2,Evan Wilkins,William & Mary,FX,13.050,4.8,8.350,0.1,,,,4/4/2026,ECAC Championships '26,4.8,1.6,1.7
1,3,Niko Greenly,William & Mary,FX,13.700,4.6,9.100,,,,,4/4/2026,ECAC Championships '26,4.6,1.0,0.8
1,4,Luke Tully,William & Mary,FX,13.800,4.7,9.100,,,,,4/4/2026,ECAC Championships '26,4.7,0.9,0.9
1,1,Garrett Alexander,Simpson,FX,13.450,4.2,9.150,,0.1,,,4/4/2026,ECAC Championships '26,4.2,0.8,0.9
1,2,Noah Doiron,Simpson,FX,12.250,4.4,7.850,,,,,4/4/2026,ECAC Championships '26,4.4,2.0,2.3
1,3,Jake Smith,Simpson,FX,12.800,4.8,8.000,,,,,4/4/2026,ECAC Championships '26,4.8,2.0,2.0
1,4,Braxton Jones,Simpson,FX,13.900,4.7,9.100,,0.1,,,4/4/2026,ECAC Championships '26,4.7,0.8,1.0
1,1,Jaden Blank,Army,FX,13.350,4.5,8.750,,0.1,,,4/4/2026,ECAC Championships '26,4.5,1.3,1.2
1,2,Max Rubin,Army,FX,12.900,4.5,8.500,0.1,,,,4/4/2026,ECAC Championships '26,4.5,1.4,1.6
1,3,Nick Lester,Army,FX,12.850,4.4,8.450,,,,,4/4/2026,ECAC Championships '26,4.4,1.6,1.5
1,4,Thomas Morrow,Army,FX,12.500,4.5,7.900,,0.1,,,4/4/2026,ECAC Championships '26,4.5,2.0,2.2
1,1,Andrew Ricard,Greenville,FX,13.000,4.7,8.300,,,,,4/4/2026,ECAC Championships '26,4.7,1.8,1.6
1,2,Kyler Hinson,Greenville,FX,13.450,4.8,8.550,,0.1,,,4/4/2026,ECAC Championships '26,4.8,1.5,1.4
1,3,Ethan Poole,Greenville,FX,13.350,4.7,8.550,,0.1,,,4/4/2026,ECAC Championships '26,4.7,1.3,1.6
1,4,Jaxon Clapper,Greenville,FX,13.200,4.8,8.400,,,,,4/4/2026,ECAC Championships '26,4.8,1.5,1.7
1,1,Carl Jacob Soederqvist,Springfield,FX,13.650,4.7,8.950,,,,,4/4/2026,ECAC Championships '26,4.7,1.1,1.0
1,2,Evan Reichert,Springfield,FX,13.400,4.8,8.700,0.1,,,,4/4/2026,ECAC Championships '26,4.8,1.2,1.4
1,3,Michael Dalton,Springfield,FX,13.100,4.7,8.400,,,,,4/4/2026,ECAC Championships '26,4.7,1.6,1.6
1,4,Owen Carney,Springfield,FX,13.400,4.8,8.500,,0.1,,,4/4/2026,ECAC Championships '26,4.8,1.4,1.6
