Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Nick Kuebler,Stanford Open,FX,13.950,5.1,8.850,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.1,1.1,1.2
1,2,Zachary Green,Stanford,FX,13.300,4.7,8.600,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.7,1.5,1.3
1,3,Cooper Kim,Stanford,FX,13.500,5.2,8.300,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.2,1.7,1.7
1,4,Asher Hong,Stanford,FX,13.200,5.2,8.400,0.4,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.2,1.6,1.6
1,1,Trigg Dudley,California,FX,13.450,4.9,8.550,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.9,1.4,1.5
1,2,Tucker Yasunaga,California,FX,12.800,4.7,8.100,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.7,1.8,2.0
1,3,Nathan Underhill,California,FX,12.800,5.0,7.800,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.0,2.3,2.1
1,4,Matteo Bardana,California,FX,12.000,5.0,7.000,,,,Y,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.0,3.1,2.9
1,5,Troy Nuesca,California,FX,12.050,4.7,7.350,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.7,2.7,2.6
1,1,Jacob Harmon,Ohio State,FX,12.950,4.8,8.450,0.3,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.8,1.6,1.5
1,2,Chase Davenport-Mills,Ohio State,FX,13.600,4.9,8.700,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.9,1.4,1.2
1,3,David Ramirez,Ohio State,FX,12.400,4.9,7.600,0.1,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.9,2.5,2.3
1,4,Jesse Pakele,Ohio State,FX,13.850,5.0,8.750,,0.1,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.0,1.3,1.2
1,1,David Shamah,Stanford Open: A,FX,13.250,4.5,8.750,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.5,1.3,1.2
1,2,Junnosuke Iwai,Stanford Open: A,FX,13.500,5.4,8.100,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.4,2.0,1.8
1,3,Xander Hong,Stanford Open: A,FX,12.400,4.9,7.500,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.9,2.6,2.4
1,4,Deano Roberts,Stanford Open: A,FX,13.200,4.9,8.300,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.9,1.8,1.6
1,5,Kai Uemura,Stanford Open: A,FX,13.300,4.9,8.500,0.1,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.9,1.4,1.6
1,6,Riley Loos,Stanford Open: A,FX,13.600,5.1,8.500,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.1,1.6,1.4
1,7,Marcus Pietarinen,Stanford Open: A,FX,13.400,5.0,8.400,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),5.0,1.6,1.6
1,1,William Pearce,Bandits: E,FX,12.850,4.1,8.950,0.3,0.1,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.1,1.1,1.0
1,2,Evan Hymanson,Bandits: E,FX,12.550,4.6,8.050,0.1,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.6,1.9,2.0
1,3,Kelly Moriarty,Interstate Gym: E,FX,13.000,4.7,8.300,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.7,1.7,1.7
1,4,Zac Myers,TC: E,FX,11.700,4.1,7.900,0.3,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.1,2.2,2.0
1,5,Finn Grenstam,Bandits: E,FX,10.950,4.7,6.250,,,,,1/24/2026,Stanford / California / Ohio State (Stanford Open '26),4.7,3.6,3.9
