Round,Order,Name,Team,Event,Score,Difficulty,Execution,Neutral Deduction,Stick Bonus,Inquiry,Edited,Date,Event,D,E1,E2
1,1,Aiden Esval,Air Force,FX,12.350,3.9,8.450,,,,,2/28/2026,Air Force vs Mavericks,3.9,1.4,1.7
1,2,Tai Gopaul,Air Force,FX,13.200,4.6,8.500,,0.1,,,2/28/2026,Air Force vs Mavericks,4.6,1.5,1.5
1,3,Jared Fry,Air Force,FX,13.400,4.8,8.500,,0.1,,,2/28/2026,Air Force vs Mavericks,4.8,1.6,1.4
1,4,Isaac Koo,Air Force,FX,13.450,5.0,8.450,,,,,2/28/2026,Air Force vs Mavericks,5.0,1.5,1.6
1,5,Keenan Berrong,Air Force,FX,12.400,4.5,8.000,0.1,,,,2/28/2026,Air Force vs Mavericks,4.5,2.0,2.0
1,1,Ethan Gamache,Mavericks,FX,11.150,2.7,8.750,0.3,,,Y,2/28/2026,Air Force vs Mavericks,2.7,1.2,1.3
1,2,Clark Warrener,Mavericks,FX,10.600,3.0,7.600,,,,,2/28/2026,Air Force vs Mavericks,3.0,2.5,2.3
1,3,Ethan King,Mavericks,FX,10.350,3.7,6.950,0.3,,,,2/28/2026,Air Force vs Mavericks,3.7,3.2,2.9
1,4,Jackson Korowin,Mavericks,FX,12.950,4.6,8.250,,0.1,,,2/28/2026,Air Force vs Mavericks,4.6,1.9,1.6
1,5,Alex Ebersbaker,Mavericks,FX,11.150,2.7,8.750,0.3,,,,2/28/2026,Air Force vs Mavericks,2.7,1.2,1.3
2,1,Ryan Jacobson,Air Force,PH,12.300,4.4,7.900,,,,,2/28/2026,Air Force vs Mavericks,4.4,2.0,2.2
2,2,Nathan DiMatteo,Air Force,PH,12.850,4.4,8.450,,,,,2/28/2026,Air Force vs Mavericks,4.4,1.8,1.3
2,3,Jack Matlock,Air Force,PH,13.450,4.9,8.550,,,,,2/28/2026,Air Force vs Mavericks,4.9,1.5,1.4
2,4,Sam Brown,Air Force,PH,14.650,5.5,9.150,,,,,2/28/2026,Air Force vs Mavericks,5.5,0.9,0.8
2,1,Tyler Schrott,Mavericks,PH,9.900,2.6,7.300,,,,,2/28/2026,Air Force vs Mavericks,2.6,2.3,3.1
